Provider,Amount
GERMAN MEDICAL CENTER LTD,"6,900.00"
GERMAN MEDICAL CENTER MACHAKOS,"30,000.00"
GESABAKWA HEALTH CENTRE,"190,000.00"
GESUSU SUB-COUNTY REFFERAL HOSPITAL,"580,000.00"
GETA BUSH HEALTH CENTRE,"130,000.00"
GETONTIRA MEDICAL CENTRE( NURSING HOME),"40,000.00"
GIAKI SUB-COUNTY HOSPITAL,"30,000.00"
GICHICHE HEALTH CENTRE,"30,000.00"
GIFTED HANDS REGIONAL HOSPITAL,"70,000.00"
GIFTED MINDS MEDICAL CENTRE,"20,000.00"
GILGIL HEALTHCARE MEDICAL CENTRE LIMITED,"20,000.00"
GILGIL SUB-COUNTY HOSPITAL,"2,210,950.00"
GINGER HOSPITAL LIMITED,"60,000.00"
GIRIBE DISPENSARY,"30,000.00"
GITA SUB-COUNTY HOSPITAL,"750,000.00"
GITWAMBA HEALTH CENTRE,"310,000.00"
GIVIGOI DISPENSARY,"10,000.00"
GIVUDIMBULI HEALTH CENTRE,"150,000.00"
GLENFIN DONHOLM HOSPITAL LIMITED,"70,000.00"
God Agak Health Centre,"10,000.00"
GODBURA HEALTH CENTRE,"50,000.00"
GODKWER DISPENSARY,"290,000.00"
GOLGOTHA MEDICAL CENTRE,20000
GONGO HEALTH CENTRE,190000
GONGONI HEALTH CENTRE,720000
GOOD HOPE HEALTH LIMITED,106500
GOOD SAMARITAN CATHOLIC MISSION HOSPITAL,120000
GOOD SHEPHERD ANGIYA DISPENSARY,100000
GOODWILL COTTAGE HOSPITAL,130000
GOT AGULU SUB-COUNTY HOSPITAL,50000
GOT KACHOLA DISPENSARY,20000
GOT KOJOWI HEALTH CENTRE,30000
GOTADE DISPENSARY,70000
GRACE PARK MEDICAL CENTRE,4893462
GRAND ROYALCARE MEDICAL CLINIC LIMITED,170000
GRANTON & DOLLY NURSING HOME LIMITED,10000
GRAYS MEDICAL CENTRE LIMITED,10000
GREENVIEW NURSING HOME,1362100
GRIFTU SUB-COUNTY REFERAL HOSPITAL,179998
GUARDIAN HOSPITAL LIMITED,1661700
GUBA HEALTH CENTRE,92240
GUNDUA HEALTH CENTRE,10000
GURAR HEALTH CENTRE,120000
GURU NANAK RAMGARHIA HOSPITAL,30000
GURUFA HEALTH CENTRE,130000
GUTICHA DISPENSARY,300000
GWITEMBE HEALTH CENTRE,90000
GYNOCARE WOMENS AND FISTULA HOSPITAL LTD,310000
HAAB MEDICAL CENTRE,10000
HABASWEIN SUB-COUNTY HOSPITAL,30000
Hadado Care Nursing Home,110000
HAMDAAN WELLNESS CENTRE AND MEDICAL SERV,10000
HAMISI SUB-COUNTY HOSPITAL,590000
HANNEXE MEDICARE CENTRE,26000
Harambee Health Centre,30000
HARDIMTU DISPENSARY,240000
HARERI HEALTH CENTRE,160000
HASHI MEDICAL CENTRE LIMITED - MURANGA,252350
HAVANA HOSPITAL LIMITED,80000
HAVEN HEALTHCARE,15250996
HAVEN HOSPITAL BONDO,1020400
HAWINGA HEALTH CENTRE,310000
HAYAT HOSPITAL,10000
HEALPARK MEDICAL SOLUTIONS,56000
HEALTH WAVE MEDICAL SERVICES LIMITED-HOSPIT,113900
HEALTHGATE HOSPITAL LTD,367800
HEALTHPACT HOSPITAL,70000
HEALTHRIGHT COMMUNITY MEDICAL CENTRE,20000
HEALTHY POP CENTRE,190000
HEMA HOSPITAL,420000
HENI HEALTH CENTRE,20000
HIGHFIELD HOSPITAL,190000
HILLVIEW NURSING HOME TAKABA LIMITED,20000
HOLA COUNTY REFERRAL HOSPITAL,278650
HOLANI MEDICAL CENTRE AND NURSING HOME,10000
HOLO KADAWA COMMUNITY CLINIC,30000
HOLSOMS ANNEX KEUMBU,400000
HOLSOMS NURSING HOME,720000
HOLY FAMILY CATHOLIC MISSION HOSPITAL,40000
HOLY FAMILY CENTRE -KIPSARAMAN,300000
HOLY FAMILY HOSPITAL NANGINA,600000
HOLY FAMILY ORIANG HEALTH CENTRE,110000
HOLY ROSARY HEALTH CENTRE NGONYEK,496000
HOLY SPIRIT HEALTH CENTRE - GILGIL,559000
HOMABAY COUNTY REFERRAL HOSPITAL,2366800
HOMEGROUND MEDICAL CENTRE,30000
HONGWE CATHOLIC DISPENSARY,20000
HOPE MATTERS INTERNATIONAL-VILLAGE OF HOPE,660000
HOPE RENAL CENTRE LIMITED,53250
HOPELIFT MEDICAL CENTRE,10000
HOPEM MEDICAL CENTRE,50000
HOPEMOT NURSING HOME,30000
HORIZON MATERNITY AND NURSING HOME TINGA,40000
HOSPITAL SANTA ANTONIO,10000
HULLOW DISPENSARY,180000
Hulugho Sub County Hospital,130000
HUNGAI DISPENSARY,310000
HURUMA HOSPITAL-MATHARE NORTH ANNEX,80000
HURUMA MATERNITY & NURSING HOME,270000
HURUMA SUB-COUNTY HOSPITAL,400000
IBENO SUB-COUNTY HOSPITAL,70000
IBRAHIM URE DISPENSARY,110000
ICHICHI DISPENSARY,10000
IGUHU SUB-COUNTY HOSPITAL,849999
IHURURU TREATMENT AND REHABILITATION HOSP,10000
IKALAASA DISPENSARY,100000
IKANGA HOPE DIAGNOSTIC & TREATMENT CENTRE,50000
IKEREGE MEDICAL CENTRE,10000
IKOMBE DISPENSARY,330000
IKUMBI HEALTH CENTRE,110000
IKUTHA MEDICARE CLINIC,240000
IKUTHA SUB-COUNTY HOSPITAL,20000
ILCHALAI DISPENSARY,100000
ILEHO HEALTH CENTRE,190000
ILLASIT DISPENSARY,10000
ILPARAKUO DISPENSARY,70000
IMANGA HEALTH CENTRE,"80,000.00"
IMARA HEALTHCARE CENTRE,"420,000.00"
IMARA HOSPITAL EMBU,"2,140,000.00"
IMBIAKALO DISPENSARY,"20,000.00"
IMMACULATE CONCEPTION HEALTH CENTRE- KAPN,"20,000.00"
IMMACULATE HEART HOSPITAL KEREITA,"220,000.00"
IMMACULATE HEART OF MARY MISSION HOSPITAL,"150,000.00"
IMPACT HEALTHCARE- ANNEX,"70,000.00"
IMURTOT HEALTH CENTRE,"290,000.00"
INFANT JESUS KALIMONI MISSION HOSPITAL,"10,000.00"
INGIRIR DISPENSARY,"80,000.00"
Ingotse Dispensary,"352,200.00"
INTEGRATED VISION CENTRE MILIMANI MISSION HO,"10,000.00"
INTERAIL COMMUNITY HEALTH SERVICES LTD,"70,000.00"
INTERGRATED DEVELOPMENT FACILITY (HEALTH S,"430,000.00"
IPALI HEALTH CENTRE,"150,000.00"
IREES TEENO DISPENSARY,"940,000.00"
IRESUKI DISPENSARY,"250,000.00"
ISEBANIA SUB-COUNTY HOSPITAL,"630,000.00"
ISEGERE TOTO CLINIC,"10,000.00"
ISHIARA SUB-COUNTY HOSPITAL,"705,999.00"
ISIBANIA MISSION HEALTH CENTRE,"340,000.00"
ISINET DISPENSARY,"70,000.00"
ISINYA HEALTH CENTRE,"120,000.00"
ISIOLO DRUG MART MEDICAL CENTRE,"390,000.00"
ISMC SERVICES HOSPITAL,"50,000.00"
ITANDO MISSION OF HOPE AND HEALTHCARE,"630,000.00"
ITARC KENYA LIMITED,"40,000.00"
ITEMBU DISPENSARY,"10,000.00"
ITEN COUNTY REFERRAL HOSPITAL,"663,000.00"
ITETE DISPENSARY,"20,000.00"
ITHAENI DISPENSARY,"30,000.00"
ITIBO ADVENTIST MISSION HOSPITAL,"50,000.00"
ITIERIO MATERNITY AND NURSING HOME,"240,000.00"
IVINGANZIA DISPENSARY,"10,000.00"
IYABE SUB-COUNTY HOSPITAL,"470,000.00"
J.M KARIUKI MEMORIAL COUNTY REFERRAL HOSPIT,"374,950.00"
JABEZ HEALTHCARE SERVICES,"130,000.00"
JABROK DISPENSARY,"120,000.00"
JALARAM NURSING &amp; MATERNITY HOME,"50,000.00"
JAMBO HEALTHCARE LIMITED,"330,000.00"
JAMBO KIDNEY CARE LIMITED,"138,450.00"
JAMII HOSPITAL KARATINA,"160,000.00"
JAMII WELLNESS HOSPITAL,"60,000.00"
JANICE CHOLERTON MEDICAL &amp; CANCER CENT,"690,000.00"
JANJU DISPENSARY,"380,000.00"
JARAMOGI OGINGA ODINGA TEACHING AND REFER,"4,556,300.00"
JARIBUNI DISPENSARY,"70,000.00"
JEMINDAS NURSING HOME LIMITED,"60,000.00"
JEPKOYAI DISPENSARY,"10,000.00"
JILANGO DISPENSARY,"160,000.00"
JILORE DISPENSARY,"20,000.00"
JIMBA DISPENSARY,"10,000.00"
JOINT PARTNERS NURSING HOME,"240,000.00"
JOMVU MODELHEALTH CENTRE - JOMVU KUU,"400,000.00"
JORDAN HOSPITAL,"170,400.00"
JOSNAM MEDICAL CLINIC,"90,000.00"
JOYRIDE MEDICAL CENTRE,"60,000.00"
JOYSHA MATERNITY AND NURSING HOME,"110,000.00"
JUJA MODERN HOSPITAL,"630,000.00"
JUJA ROAD MATERNITY HOSPITAL LIMITED- PANGA,"970,000.00"
JUMUIA FRIENDS HOSPITAL KAIMOSI,"1,217,950.00"
JUMUPAMOZZI MEDICAL CENTRE,"10,000.00"
JUNCTION FAMILY HOSPITAL LIMITED,"40,000.00"
JUWFIAH MEDICAL CENTRE LIMITED,"10,000.00"
KAALEM DISPENSARY,"200,000.00"
KAALENG HEALTH CENTER,"670,000.00"
KABARE HEALTH CENTRE,"60,000.00"
KABARNET COTTAGE HOSPITAL LIMITED,"150,000.00"
KABARTONJO SUB-COUNTY HOSPITAL,"305,200.00"
KABAZI SUB-COUNTY HOSPITAL,"60,000.00"
KABETWA HEALTH CENTRE,"50,000.00"
KABIANGA HEALTH CENTRE,"10,000.00"
KABISIMBA DISPENSARY,"10,000.00"
KABIYET SUB-COUNTY HOSPITAL,"1,380,000.00"
KABOLECHO DISPENSARY,"20,000.00"
KABOROM DISPENSARY,"60,000.00"
KABOYWO HEALTH CENTRE,"10,000.00"
KABUCHAI HEALTH CENTRE,"240,000.00"
KABULA HEALTH CENTRE,"1,160,000.00"
KABUNYERIA DISPENSARY,"330,000.00"
KACHODA DISPENSARY,"80,000.00"
KACHUTH DISPENSARY,"210,000.00"
KADENGE RATUORO HEALTH CENTRE,"320,000.00"
KADINDA HEALTH CENTRE -COUNTY,"30,000.00"
KAERIS DISPENSARY,"650,000.00"
KAGIO HOSPITAL LIMITED,"244,950.00"
KAGUMO HEALTH CENTRE,"120,000.00"
KAGUNDU-INI DISPENSARY,"230,000.00"
KAGWA HEALTH CENTRE,"170,000.00"
KAHAWA WEST HEALTH CENTRE,"770,000.00"
KAHEMBE HEALTH CENTRE,"170,000.00"
KAIBOI MISSION HEALTH CENTRE,"290,000.00"
KAIKOR HEALTH CENTER,"400,000.00"
KAIMUGUL DISPENSARY,"20,000.00"
KAINUK HEALTH CENTRE,"50,000.00"
KAITESE DISPENSARY,"110,000.00"
KAJIADO COUNTY REFERRAL HOSPITAL,"159,750.00"
KAJUKI HEALTH CENTRE,"250,000.00"
KAKAMEGA ORTHOPAEDIC HOSPITAL,"440,000.00"
KAKELAE DISPENSARY,"330,000.00"
KAKO DISPENSARY,"180,000.00"
KAKONENI DISPENSARY,"140,000.00"
KAKUMA MISSION HOSPITAL,"380,000.00"
KAKUMA SUB-COUNTY HOSPITAL,"120,000.00"
KAKUYUNI DISPENSARY KILIFI,"70,000.00"
KAKUYUNI HEALTH CENTRE,"80,000.00"
KALAMA HEALTH CENTRE,"70,000.00"
KALANDINI HEALTH CENTRE,"60,000.00"
KALAWA MODEL HEALTH CENTRE,"686,000.00"
KALI DISPENSARY,"90,000.00"
KALIANI HEALTH CENTRE,"110,000.00"
Kalimapus Dispensary,"320,000.00"
KALIMONI MISSION HOSPITAL,"1,030,000.00"
KALIMONI MISSION HOSPITAL-GITHURAI BRANCH,"570,000.00"
KALOBEYEI DISPENSARY,"360,000.00"
KALOKOL GOK HEALTH CENTRE,"540,000.00"
KALOKOL MEDICAL SERVICES,"40,000.00"
KALULINI HEALTH CENTRE,"10,000.00"
KALUO HEALTH CENTRE,"410,000.00"
KALYET CLINIC KIPKELION,"300,000.00"
KAMALE DISPENSARY,"90,000.00"
KAMASHIA DISPENSARY,"20,000.00"
KAMAYECH DISPENSARY,"30,000.00"
KAMBAJO DISPENSARY,"70,000.00"
KAMBI YA WAYA DISPENSARY,"10,000.00"
KAMBIRI HEALTH CENTRE,"360,000.00"
KAMBIRWA HEALTH CENTRE,"20,000.00"
KAMBOO DISPENSARY,"40,000.00"
KAMKOMANI DISPENSARY,"40,000.00"
KAMOGO HEALTH CENTRE,"300,000.00"
KAMOI DISPENSARY,"170,000.00"
KAMUNERU HEALTH CENTRE,"160,000.00"
KAMUSINDE DISPENSARY,"50,000.00"
KAMUTHANGA HEALTH CENTRE,"40,000.00"
KAMUTHINI DISPENSARY,"30,000.00"
KAMWOSOR HEALTH CENTRE,"850,000.00"
KANAKURUNDIO HEALTH CENTRE,"310,000.00"
Kanamkemer Sub County Hospital,"230,000.00"
KANDARA SUB COUNTY HOSPITAL,"1,060,000.00"
KANDARIA DISPENSARY,"40,000.00"
KANGA ONDITI DISPENSARY,"80,000.00"
KANGAITA HEALTH CENTRE,"70,000.00"
KANGARI HEALTH CENTRE,"170,000.00"
KANGATOSA DISPENSARY,"630,000.00"
KANGEMA SUB-COUNTY HOSPITAL,"580,000.00"
KANGEMI HEALTH CENTRE,"630,000.00"
KANGESO DISPENSARY,"130,000.00"
KANGONDE DISPENSARY,"170,000.00"
KANGUNDO SUB-COUNTY HOSPITAL,"30,000.00"
KANNIKA INTERNATIONAL LTD HOSPITAL-TOM MBO,"70,000.00"
KANYAKINE SUB-COUNTY HOSPITAL,"1,710,000.00"
KANYUNGU DISPENSARY,"10,000.00"
KANZOKEA HEALTH CENTRE,"234,500.00"
KAOYENI DISPENSARY,"80,000.00"
KAPCHELAL HEALTH CENTRE,"130,000.00"
KAPKATENY DISPENSARY,"370,000.00"
KAPKATET SUB-COUNTY HOSPITAL,"2,515,200.00"
KAPKOI HEALTH CENTRE,"80,000.00"
KAPKOROS SUB-COUNTY HOSPITAL,"370,000.00"
KAPKOTA DISPENSARY,"40,000.00"
KAPKURES DISPENSARY,"10,000.00"
KAPKURES HEALTH CENTRE,"110,000.00"
KAPLAMAI HEALTH CENTRE,"420,000.00"
KAPSABET COUNTY REFERRAL HOSPITAL,"891,650.00"
KAPSABET SURGICAL CARE CENTRE LTD,"30,000.00"
KAPSAIT DISPENSARY,"250,000.00"
KAPSAMBU DISPENSARY,"250,000.00"
KAPSARA SUB-COUNTY HOSPITAL,"525,000.00"
KAPSOWAR DISPENSARY,"50,000.00"
KAPSOYA HEALTH CENTRE,"430,000.00"
KAPTALAMWA HEALTH CENTRE,"130,000.00"
KAPTAMA HEALTH CENTRE,"30,000.00"
KAPTANAI HEALTH CENTRE,"370,000.00"
KAPTARAKWA SUB-COUNTY HOSPITAL,"351,000.00"
KAPTECHI DISPENSARY,"90,000.00"
KAPTELDON HEALTH CENTRE,"300,000.00"
KAPTUM DISPENSARY(BARINGO),"10,000.00"
KAPTUMEK DISPENSARY,"20,000.00"
KAPYEGO HEALTH CENTRE,"670,000.00"
KARAMBUNA MEDICAL CLINIC,"30,000.00"
KARANGATHA HEALTH CENTRE,"70,000.00"
KARARIA DISPENSARY,"10,000.00"
KARAU HEALTH CENTRE,"50,000.00"
KARIMA DISPENSARY-BUNGOMA,"420,000.00"
KARIMBONI DISPENSARY,"40,000.00"
KARUMANDI HEALTH CENTRE,"60,000.00"
KARUNGU SUB-COUNTY HOSPITAL,"470,000.00"
KARURUMO RURAL HEALTH TRAINING CENTRE,"40,000.00"
KASAALA HEALTH CENTRE,"140,000.00"
KASARANI MATERNITY &amp; NURSING HOME,"20,000.00"
KASIKEU HEALTH CENTRE,"110,000.00"
KASUKU HEALTH CENTRE,"300,000.00"
KATABOI DISPENSARY,"200,000.00"
KATANGI HEALTH CENTRE,"130,000.00"
KATHIANI SUB-COUNTY HOSPITAL,"680,000.00"
KATHONZWENI HEALTH CENTRE,"410,000.00"
KATILINI DISPENSARY,"100,000.00"
KATITO MEDICAL CENTRE,"90,000.00"
KATSE HEALTH CENTRE,"270,000.00"
KATULANI HEALTH CENTRE,"40,000.00"
KATYULULU DISPENSARY,"60,000.00"
KAUMU DISPENSARY,"30,000.00"
KAUTI DISPENSARY,"20,000.00"
KAVIANI HEALTH CENTRE,"130,000.00"
KAVUMBU DISPENSARY,"30,000.00"
KAVUNYALALO DISPENSARY,"110,000.00"
KAVUVWANI DISPENSARY,"20,000.00"
KAWANGA DISPENSARY,"570,000.00"
KAWIRIA NURSING HOME,"40,000.00"
KAYOLE 1 HEALTH CENTRE,"1,750,000.00"
KAYOLE II SUB-COUNTY HOSPITAL,"20,000.00"
KEDOWA HEALTH CENTRE,"180,000.00"
KEE DISPENSARY,"200,000.00"
KEGOGI HEALTH CENTRE,"310,000.00"
KEGONDI HEALTH CENTRE,"290,000.00"
KEGONGA MEDICAL CENTER,"10,000.00"
KEHANCHA MOTHER &amp; CHILD HOSPITAL,"190,000.00"
KEHANCHA SUB COUNTY HOSPITAL,"1,179,800.00"
KELSA FAMILY CLINIC,"255,000.00"
KEMELOI HEALTH CENTRE,"130,000.00"
KENEGUT DISPENSARY,"20,000.00"
KENLANDS HEALTH SERVICES NAKURU-MAILI SITA,"20,000.00"
KENOL HOSPITAL LTD,"430,150.00"
KENYAGORO DISPENSARY,"120,000.00"
KENYATTA NATIONAL HOSPITAL,"8,690,973.00"
KENYATTA UNIVERSITY TEACHING REFERRAL AND,"5,343,400.00"
KENYENYA HEALTH CENTRE,"10,000.00"
KENYENYA MEDICAL AND DIAGNOSTIC CENTRE,"10,000.00"
KENYENYA SUB-COUNTY HOSPITAL,"80,000.00"
KENYERERE SUB-COUNTY HOSPITAL,"90,000.00"
KERICHO COUNTY REFFERAL HOSPITAL,"255,600.00"
KERINGET DISPENSARY,"10,000.00"
KERINGET NURSING HOME LTD,"830,000.00"
KERINGET SUB-COUNTY HOSPITAL,"1,039,999.00"
KERIO HEALTH CENTRE,"550,000.00"
KERUGOYA COUNTY REFERRAL HOSPITAL,"159,750.00"
KERUGOYA FORTIS MEDICAL AND CANCER CENTRE,"80,000.00"
KERUGOYA FORTIS MEDICAL AND CANCER CENTRE,"177,300.00"
KERUGOYA MEDICAL CENTRE,"80,000.00"
KESSES HEALTH CENTRE,"370,000.00"
KETIGOI DISPENSARY,"20,000.00"
KEUMBU SUB-COUNTY HOSPITAL,"210,000.00"
KEYIAN SDA MEDICAL CENTRE,"40,000.00"
KEYLIFE MEDICAL CENTER,"20,000.00"
KHACHONGE COMMUNITY DISPENSARY,"1,030,000.00"
KHAIRAT MEDICAL CENTRE LIMITED,"119,510.00"
KHAJULA DISPENSARY,"10,000.00"
KHALABA HEALTH CENTRE,"340,000.00"
KHALABA MEDICAL SERVICES,"30,000.00"
KHALICHA DISPENSARY,"70,000.00"
KHALUMULI DISPENSARY,"10,000.00"
KHARANDA DISPENSARY,"230,000.00"
KHAUNGA DISPENSARY,"910,000.00"
KHOROF-HARAR SUB COUNTY,"340,000.00"
KHUNYANGU SUB-COUNTY HOSPITAL,"830,200.00"
KHWISERO HEALTH CENTRE,"375,990.00"
KIAMBERE DAM DISPENSARY,"150,000.00"
KIAMBOGO DISPENSARY,"10,000.00"
KIAMUTUGU SUB-COUNTY HOSPITAL,"10,000.00"
KIANGAI HEALTH CENTRE,"100,000.00"
KIANJOYA DISPENSARY,"40,000.00"
KIANYAGA SUB-COUNTY HOSPITAL,"875,000.00"
KIBAOKICHE DISPENSARY,"40,000.00"
KIBAONI BARAKAH MEDICAL CENTRE,"10,000.00"
KIBENDO HEALTH CENTRE,"160,000.00"
KIBERA COMMUNITY HEALTH CENTRE-AMREF,"210,000.00"
KIBERA SOUTH HEALTH CENTRE,"310,000.00"
kibilay dispensary,"70,000.00"
KIBINGEI DISPENSARY,"420,000.00"
KIBIRICHIA SUB-COUNTY HOSPITAL,"80,000.00"
KIBIRIGWI HEALTH CENTRE,"130,000.00"
KIBOGO DISPESARY,"50,000.00"
KIBOKO DISPENSARY,"40,000.00"
KIBUGU HEALTH CENTRE,"110,000.00"
KIBUGUA HEALTH CENTRE,"20,000.00"
KIBUKE HEALTH CENTRE,"110,000.00"
KIBWARENG HEALTH CENTRE,"360,000.00"
KIDNEY AID DIALYSIS CENTER LIMITED,"426,000.00"
KIDNEY SOLUTIONS CLINIC,"266,250.00"
KIEGOI HEALTH CENTRE,"50,000.00"
KIEMBE HEALTH CENTRE,"290,000.00"
KIENGU MATERINITY & NURSING HOME,280000
KIGHANGACHINYI DISPENSARY,10000
KIGORO HEALTH CENTRE,160000
KIJANAHERI MEDICAL CENTRE,340000
KIJANAHERI MEDICAL CENTRE - MARAFA,30000
KIJANAHERI MEDICAL CENTRE - MARERENI,170000
KIKUMINI HEALTH CENTRE,80000
KILALA MODEL HEALTH CENTRE,210000
KILIBWONI HEALTH CENTRE,800000
KILIFI COUNTY REFERRAL HOSPITAL,928950
KILILI HEALTH CENTRE,80000
KILINGILI HEALTH CENTRE,330000
KILKILEY DISPENSARY,200000
KILOH DISPENSARY,10000
KILOME MNH HOSPITAL,130650
KILTAMANY DISPENSARY,20000
KIMA MISSION HOSPITAL,580000
KIMAETI HEALTH CENTRE,1190000
KIMALEL HEALTH CENTRE,130000
KIMALEWA HEALTH CENTRE,200000
KIMANA HEALTH CENTRE,390000
KIMANA ULTRACARE HOSPITAL LIMITED,1000000
KIMANGETI DISPENSARY,180000
KIMATHI MEDICAL SERVICES KARABA,110000
KIMBIMBI SUB-COUNTY HOSPITAL,220000
KIMENDE ORTHODOX MISSION HEALTH CENTRE,143000
KIMESWON HEALTH CENTRE,590000
KIMININI COTTAGE MISSION HOSPITAL,2470000
KIMNAI HEALTH CENTRE,440000
KIMONGE HEALTH CENTRE,10000
KIMOSE DISPENSARY,10000
KIMUGUL DISPENSARY,4000
KIMUTWA DISPENSARY,220000
KINANIE MODEL HEALTH CENTRE,50000
KINARA HOSPITAL,10000
KINARANI DISPENSARY,330000
Kineni Dispensary,200000
KING DAVID\\'S HOSPITAL,51950
KINGDOM FAITH BASED HOSPITAL,60000
KINGS NURSING &amp; MATERNITY HOSPITAL LIMIT,20000
KINONDO KWETU HOSPITAL,1590000
KINYASYE DISPENSARY,20000
KIOGE DISPENSARY,307500
KIOGORO LEVEL 4 HOSPITAL,190000
KIONYO HEALTH CENTRE,110000
KIPCHIMCHIM MISSION HOSPITAL,70000
KIPETO DISPENSARY,280000
KIPKEIKEI DISPENSARY,"10,000.00"
KIPKELION SUB-COUNTY HOSPITAL,"1,280,000.00"
KIPKOROR DISPENSARY,"40,000.00"
KIPLALMAT DISPENSARY,"10,000.00"
KIPLENJIN DISPENSARY,"10,000.00"
KIPLOMBE MEDICAL CENTRE,"10,000.00"
KIPSAIYA DISPENSARY,"10,000.00"
KIPSIGAK HEALTH CENTRE,"70,000.00"
KIPSONOI HEALTH CENTRE,"80,000.00"
KIPSUTER DISPENSARY,"20,000.00"
KIPSYENAN DISPENSARY,"20,000.00"
KIPTAGICH HEALTH CENTRE,"240,000.00"
KIPTANGWANYI DISPENSARY,"720,000.00"
KIPTERE HEALTH CENTRE,"10,000.00"
KIPTORORO DISPENSARY,"40,000.00"
KIPTULWA DISPENSARY,"70,000.00"
KIPTUMO SUB-COUNTY HOSPITAL,"1,110,000.00"
KIPTUNO HEALTH CENTRE,"20,000.00"
KIPWASTUIYO HEALTH CENTRE,"130,000.00"
KIRIAINI MISSION HOSPITAL,"936,500.00"
KIRIBWET DISPENSARY,"50,000.00"
KIRINYAGA TREATMENT CENTRE,"30,000.00"
KIRITIRI HEALTH CENTRE,"240,000.00"
KIRITIRI MEDICAL HEALTHCARE LTD,"570,000.00"
KIROGO HEALTH CENTRE,"79,999.00"
KIROMWOK DISPENSARY,"20,000.00"
KISAKU DISPENSARY,"260,000.00"
KISANANA HEALTH CENTRE,"160,000.00"
KISAU SUB COUNTY HOSPITAL,"170,000.00"
KISESINI DISPENSARY,"440,000.00"
KISEVENI DISPENSARY,"10,000.00"
KISHARU DISPENSARY,"60,000.00"
KISHON HEALTH CENTRE,"80,000.00"
KISHUSHE DISPENSARY,"60,000.00"
KISII SPECIALIST HOSPITAL LTD,"30,000.00"
KISII TEACHING AND REFERRAL HOSPITAL,"202,350.00"
KISIMA DIAGNOSTIC AND TREATMENT CENTRE LIMI,"20,000.00"
KISIMA MODEL HEALTH CENTRE,"220,000.00"
KISOR DISPENSARY,"150,000.00"
KITABISI DISPENSARY,"40,000.00"
KITENGELA MEDICAL SERVICES,"420,000.00"
KITENGELA MEDICAL SERVICES--KAJIADO,"270,000.00"
KITENGELA STAR OF THE SEA MEDICAL SERVICES,"10,000.00"
KITENGELA SUB-COUNTY HOSPITAL,"10,000.00"
KITENGELA WEST HOSPITAL,"561,200.00"
KITHEUNI DISPENSARY,"10,000.00"
KITHIMU HEALTH CENTRE,"60,000.00"
KITHUKI HEALTH CENTRE,"60,000.00"
KITHYOKO HEALTH CENTRE,"600,000.00"
KITISE HEALTH CENTRE,"90,000.00"
KITUI COUNTY REFERRAL HOSPITAL,"2,678,648.00"
KITUNDU G.O.K DISPENSARY,"50,000.00"
KITUNI DISPENSARY,"240,000.00"
KITURO HEALTH CENTRE,"30,000.00"
KIUMBU HEALTH CENTRE,"40,000.00"
KIUNGA HEALTH CENTRE,"110,000.00"
KIVAA HEALTH CENTRE,"490,000.00"
KIVAANI HEALTH CENTRE,"110,000.00"
KIWAMU HEALTH CENTRE,"20,000.00"
KIWANDANI DISPENSARY,"420,000.00"
KIZIBE DISPENSARY,"150,000.00"
KIZINGITI DISPENSARY,"320,000.00"
KIZINGO HEALTH CENTRE,"120,000.00"
KOBADADI DISPENSARY,"110,000.00"
KOBUJOI FOREST DISPENSARY,"440,000.00"
KOBUJOI MEDICAL CENTRE,"56,000.00"
KOBUJOI MISSION HOSPITAL,"340,000.00"
KOBUYA HEALTH CENTRE,"230,000.00"
KOCHOLWO HEALTH CENTRE,"330,000.00"
KODINGO HEALTH CENTRE,"40,000.00"
KODONDI HEALTH CENTRE,"10,000.00"
KODUOGO DISPENSARY,"30,000.00"
KOILOT HEALTH CENTRE,"100,000.00"
KOIWA HEALTH CENTRE,"50,000.00"
KOKECH MIRONDO HEALTH CENTRE,"20,000.00"
KOKISELEI DISPENSARY,"90,000.00"
KOKWET FAMILY HEALTH CARE,"90,000.00"
KOKWOTENDWO DISPENSARY,"730,000.00"
KOLANI DISPENSARY,"60,000.00"
KOLANYA SALVATION ARMY HEALTH CENTRE,"199,000.00"
KOLOWA HEALTH CENTRE,"160,000.00"
KOMAROCK MODERN HEALTHCARE,"120,000.00"
KOMAROCK MODERN HEALTHCARE -CHUKA,"910,000.00"
KOMAROCK MODERN HEALTHCARE- KATHWANA,"21,300.00"
KOMAROCK MODERN HEALTHCARE UTAWALA,"645,750.00"
KOMOMANGE DISPENSARY,"20,000.00"
KONGONI HEALTH CENTRE,"100,000.00"
KONJORA DISPENSARY,"600,000.00"
KONTON DISPENSARY,"20,000.00"
KOPANGA METHODIST DISPENSARY,"550,000.00"
KOPSIRO MODEL HEALTH CENTRE,"1,159,999.00"
KOROGOCHO HEALTH CENTRE,"180,000.00"
KOROSIANDET HEALTH CENTRE,"440,000.00"
KORU HOLY FAMILY MISSION HOSPITAL,"60,000.00"
KORY FAMILY HOSPITAL KIMILILI,"959,750.00"
KPN PEARL HEALTH LIMITED,"131,500.00"
KUBIHALO DISPENSARY,"200,000.00"
KUBURA DISPENSARY,"370,000.00"
KUIKUI HEALTH CENTRE,"170,000.00"
KULAALEY HEALTH CENTRE,"50,000.00"
KUNYA DISPENSARY,"440,000.00"
KUOYO HEALTH CENTRE,"359,000.00"
KURANGORIK HEALTH CENTRE,"480,000.00"
KURESIET DISPENSARY,"10,000.00"
