Provider,Amount
BIBLE FAITH CHURCH MEDICAL SERVICES,"23,360.00"
BIBLE FAITH CHURCH MEDICAL SERVICES,"170,960.00"
BIBLE FAITH CHURCH MEDICAL SERVICES,"692,960.00"
BIBLE FAITH CHURCH MEDICAL SERVICES,"830,600.00"
BIKEKE HEALTH CENTRE,"10,000.00"
BIKEKE HEALTH CENTRE,"40,000.00"
BIKEKE HEALTH CENTRE,"71,200.00"
BIKEKE HEALTH CENTRE,"279,901.17"
BIKEKE HEALTH CENTRE,"319,261.99"
Bila Shaka Dispensary,"49,325.43"
Bilabil medical clinic limited,"5,474.41"
Bilabil medical clinic limited,"8,960.00"
Bilabil medical clinic limited,"24,075.85"
Bilabil medical clinic limited,"109,760.00"
Bilabil medical clinic limited,"291,200.00"
Bilabil medical clinic limited,"327,040.00"
Bilal Hospital,"44,800.00"
BILKHEIR NURSING HOME LIMITED,"13,047.85"
BILKHEIR NURSING HOME LIMITED,"13,440.00"
BILKHEIR NURSING HOME LIMITED,"31,360.00"
BILKHEIR NURSING HOME LIMITED,"186,800.00"
BILKHEIR NURSING HOME LIMITED,"399,600.00"
Bin Insan Nursing Home,"192,640.00"
Bin Insan Nursing Home,"248,640.00"
Bin Insan Nursing Home,"539,840.00"
Bin Insan Nursing Home,"768,320.00"
BIN-BARAKAT MEDICAL CENTRE LIMITED,"31,360.00"
BIN-BARAKAT MEDICAL CENTRE LIMITED,"33,600.00"
BIN-BARAKAT MEDICAL CENTRE LIMITED,"100,800.00"
BIN-BARAKAT MEDICAL CENTRE LIMITED,"208,320.00"
BINGWA AFYA CLINIC LTD,"12,096.82"
BINGWA AFYA CLINIC LTD,"20,262.68"
BINGWA AFYA CLINIC LTD,"51,520.00"
BINGWA AFYA CLINIC LTD,"103,040.00"
BINGWA AFYA CLINIC LTD,"125,440.00"
BINGWA AFYA CLINIC LTD,"193,680.00"
BIRETWO HEALTH CENTRE,"10,000.00"
BIRETWO HEALTH CENTRE,"20,000.00"
BIRETWO HEALTH CENTRE,"50,000.00"
BIRETWO HEALTH CENTRE,"86,466.85"
BIRETWO HEALTH CENTRE,"94,323.55"
Birkan Dispensary,"10,000.00"
Birkan Dispensary,"13,277.12"
Birkan Dispensary,"20,000.00"
Birkan Dispensary,"20,486.72"
Birkan Dispensary,"50,000.00"
BIRKAN NURSING HOME LIMITED,"12,077.57"
BIRKAN NURSING HOME LIMITED,"12,442.56"
BIRKAN NURSING HOME LIMITED,"60,480.00"
BIRKAN NURSING HOME LIMITED,"76,160.00"
BIRKAN NURSING HOME LIMITED,147840
BIRKAN NURSING HOME LIMITED,"168,000.00"
BIRKAN NURSING HOME LIMITED,"327,040.00"
BIRMAD HEALTHCARE SERVICES LTD,"110,800.00"
BIRMAD HEALTHCARE SERVICES LTD,"265,360.00"
BIRMAD HEALTHCARE SERVICES LTD,"305,680.00"
BIRMAD HEALTHCARE SERVICES LTD,575200
BIRMILE HEALTH CARE LIMITED,"1,283.95"
Bisharo Nursing Home (Hola),"11,200.00"
Bisharo Nursing Home (Hola),"42,560.00"
Bisharo Nursing Home (Hola),"58,240.00"
Bisharo Nursing Home (Hola),"87,360.00"
Bishop Kioko Catholic Hospital,"16,718.05"
Bishop Kioko Catholic Hospital,"1,911,050.00"
Bishop Kioko Catholic Hospital,"5,063,820.00"
Bishop Kioko Catholic Hospital,"8,134,830.00"
BISHOP U. J. KIOKO CATHOLIC HOSPITAL,"2,865,390.00"
BISSIL HEALTH CENTRE,"3,822.16"
Bisunu Dispensary,"10,000.00"
Bisunu Dispensary,"60,000.00"
Bisunu Dispensary,"417,870.42"
Bisunu Dispensary,"541,129.73"
Bituyu Dispensary,"18,253.95"
Bituyu Dispensary,"19,126.61"
BIZET MEDICAL CENTRE,"125,440.00"
BIZET MEDICAL CENTRE,"424,960.00"
BIZET MEDICAL CENTRE,"558,640.00"
BIZET MEDICAL CENTRE,"1,105,920.00"
BIZET MEDICAL CENTRE,"2,621,633.46"
BIZET MEDICAL CENTRE,"4,369,597.75"
BLESSED COMMUNITY MEDICAL CLINIC,"70,000.00"
BLESSED COMMUNITY MEDICAL CLINIC,"120,000.00"
BLESSED COMMUNITY MEDICAL CLINIC,"130,000.00"
BLESSED COMMUNITY MEDICAL CLINIC,"270,000.00"
BLESSED COMMUNITY MEDICAL CLINIC,"949,721.32"
BLESSED COMMUNITY MEDICAL CLINIC,"1,206,663.53"
BLESSED MARIA HELENA DISPENSARY,"11,200.00"
BLESSED MARIA HELENA DISPENSARY,"42,033.61"
BLESSED TO BLESS HEALTHCARE LIMITED,"38,080.00"
BLESSED TO BLESS HEALTHCARE LIMITED,"110,256.77"
BLESSED TO BLESS HEALTHCARE LIMITED,"111,856.31"
BLESSED TO BLESS HEALTHCARE LIMITED,"165,280.00"
BLESSED TO BLESS HEALTHCARE LIMITED,"305,520.00"
BLESSED TO BLESS HEALTHCARE LIMITED,"363,440.00"
BLISS GVS HEALTH CARE LIMITED-MAKOMA PLAZA,"951,631.56"
BLISS GVS HEALTH CARE LIMITED-MAKOMA PLAZA,"441,202.79"
BLISS HEALTHCARE ELDAMA RAVINE,"305,613.50"
BLISS HEALTHCARE ELDAMA RAVINE,"415,681.80"
BLISS HEALTHCARE GITHURAI,"511,815.87"
BLISS HEALTHCARE GITHURAI,"979,490.92"
BLISS HEALTHCARE KITALE,"797,444.93"
BLISS HEALTHCARE KITALE,"1,117,055.00"
BLISS HEALTHCARE LIMITED - COLLEGE NAIROBI,"44,732.41"
BLISS HEALTHCARE LIMITED - COLLEGE NAIROBI,"78,259.69"
BLISS HEALTHCARE LIMITED EMALI,"159,130.17"
BLISS HEALTHCARE LIMITED EMALI,"164,164.64"
BLISS HEALTHCARE LIMITED EMBU,"284,026.90"
BLISS HEALTHCARE LIMITED EMBU,"478,642.04"
BLISS HEALTHCARE LIMITED KERICHO,"564,045.90"
BLISS HEALTHCARE LIMITED KERICHO,"1,080,184.56"
BLISS HEALTHCARE LIMITED KIAMBU,"273,027.48"
BLISS HEALTHCARE LIMITED KIAMBU,"442,427.83"
BLISS HEALTHCARE LIMITED KIMILILI,"451,394.05"
BLISS HEALTHCARE LIMITED KIMILILI,"571,771.46"
BLISS HEALTHCARE LIMITED MTWAPA,"10,000.00"
BLISS HEALTHCARE LIMITED MTWAPA,"30,000.00"
BLISS HEALTHCARE LIMITED MTWAPA,"71,774.23"
BLISS HEALTHCARE LIMITED MTWAPA,"139,542.83"
BLISS HEALTHCARE LIMITED MURANGA,"581,921.42"
BLISS HEALTHCARE LIMITED MURANGA,"712,362.08"
BLISS HEALTHCARE LTD - WESTLANDS,"328,651.51"
BLISS HEALTHCARE LTD - WESTLANDS,"98,576.57"
BLISS HEALTHCARE LTD EMBAKASI CLINIC,"304,280.19"
BLISS HEALTHCARE LTD EMBAKASI CLINIC,"508,749.45"
BLISS HEALTHCARE LTD HOMABAY,"643,403.97"
BLISS HEALTHCARE LTD HOMABAY,"1,065,114.10"
BLISS HEALTHCARE LTD KABARNET,"1,283,824.21"
BLISS HEALTHCARE LTD KABARNET,"1,637,605.76"
BLISS HEALTHCARE LTD KAPENGURIA,"214,776.72"
BLISS HEALTHCARE LTD KAPENGURIA,"253,354.91"
BLISS HEALTHCARE LTD KISII -UCHUMI BULDING,"2,166,457.90"
BLISS HEALTHCARE LTD KISII -UCHUMI BULDING,"1,191,612.48"
BLISS HEALTHCARE LTD KISUMU CBD,"158,296.42"
BLISS HEALTHCARE LTD KISUMU CBD,"938,056.85"
BLISS HEALTHCARE LTD KITUI,"106,964.80"
BLISS HEALTHCARE LTD KITUI,"143,372.31"
BLISS HEALTHCARE LTD MACHAKOS,"54,572.19"
BLISS HEALTHCARE LTD MARALAL,"172,618.42"
BLISS HEALTHCARE LTD MARALAL,"835,251.86"
BLISS HEALTHCARE LTD NYAMIRA,"162,373.26"
BLISS HEALTHCARE LTD NYAMIRA,"370,765.23"
BLISS HEALTHCARE LTD PIPELINE CLINIC,"125,438.73"
BLISS HEALTHCARE LTD PIPELINE CLINIC,"393,165.98"
BLISS HEALTHCARE LTD SIAYA,"260,531.03"
BLISS HEALTHCARE LTD SIAYA,"413,975.15"
BLISS HEALTHCARE LTD WOTE,"401,213.66"
BLISS HEALTHCARE NAKURU,"142,278.92"
BLISS HEALTHCARE NAKURU,"608,738.25"
BLISS MEDICAL CLINIC MUMIAS,"1,971.94"
BLISS MEDICAL CLINIC MUMIAS,"2,240.00"
BLISSFAM HOSPITAL,"8,490.41"
BLISSFAM HOSPITAL,"10,000.00"
BLISSFAM HOSPITAL,"13,324.00"
BLISSFAM HOSPITAL,"40,000.00"
BLOOM DHAHABU LIMITED,"205,000.00"
BLOOM DHAHABU LIMITED,"662,060.00"
BLOOM DHAHABU LIMITED,"2,807,550.00"
BLOOM DHAHABU LIMITED,"5,186,779.00"
BLOOM HEALTHCARE MACHAKOS,"350,700.00"
BLOOM HEALTHCARE MACHAKOS,"756,600.00"
BLOOM HEALTHCARE MACHAKOS,"3,280,200.00"
BLOOM HEALTHCARE MACHAKOS,"5,894,280.00"
BLOOM HOSPITAL NAKURU LIMITED,"70,620.00"
BLOOM HOSPITAL NAKURU LIMITED,"91,860.00"
BLOOM HOSPITAL NAKURU LIMITED,"165,330.00"
BLOOM HOSPITAL NAKURU LIMITED,"233,880.00"
BLOOM SURGICAL CENTRE LIMITED - KISUMU,"2,555.21"
BLOOM SURGICAL CENTRE LIMITED - KISUMU,"89,600.00"
BLOOM SURGICAL CENTRE LIMITED - KISUMU,"100,800.00"
BLOOM SURGICAL CENTRE LIMITED - KISUMU,"124,320.00"
BLOOM SURGICAL CENTRE LIMITED - KISUMU,"260,960.00"
Blue Light Nursing Home,"369,660.00"
Blue Light Nursing Home,"486,120.00"
Blue Light Nursing Home,"994,970.00"
Blue Light Nursing Home,"1,283,030.00"
Blue Nile Medical Clinic,"78,400.00"
Blue Nile Medical Clinic,"100,800.00"
Blue Nile Medical Clinic,"245,168.68"
Blue Nile Medical Clinic,"310,000.00"
Blue Nile Medical Clinic,"312,400.00"
Blue Nile Medical Clinic,"364,544.35"
BLUE RIDGE MEDICAL LTD,"10,650.00"
BLUE RIDGE MEDICAL LTD,"53,250.00"
BLUE RIDGE MEDICAL LTD -KISUMU,"85,000.00"
BLUE RIDGE MEDICAL LTD -KISUMU,"335,000.00"
BLUE RIDGE MEDICAL LTD -KISUMU,"918,500.00"
Blue Ridge Medical -Thika,"10,650.00"
Blue Ridge Medical -Thika,"149,100.00"
Blue Ridge Medical -Thika,"394,050.00"
BLUE TURTLE MEDICAL CLINIC,"40,320.00"
BLUE TURTLE MEDICAL CLINIC,"53,760.00"
BLUE TURTLE MEDICAL CLINIC,"66,714.02"
BLUE TURTLE MEDICAL CLINIC,"118,720.00"
BLUE TURTLE MEDICAL CLINIC,"138,064.67"
BLUE VALLEY SPRINGS HOSPITAL LIMITED,"60,480.00"
BLUE VALLEY SPRINGS HOSPITAL LIMITED,"73,614.09"
BLUE VALLEY SPRINGS HOSPITAL LIMITED,"126,134.82"
BLUE VALLEY SPRINGS HOSPITAL LIMITED,"188,160.00"
BLUE VALLEY SPRINGS HOSPITAL LIMITED,"407,360.00"
BLUE VALLEY SPRINGS HOSPITAL LIMITED,"459,120.00"
BLUE WHALE MEDICAL LTD,"100,800.00"
BLUE WHALE MEDICAL LTD,"134,400.00"
BLUE WHALE MEDICAL LTD,"434,560.00"
BLUEBEST MEDICAL CLINIC,"359,805.68"
BNM,1000
BNM,"768,142.52"
BNM,"802,800.00"
BNM,"960,758.00"
BNM,"2,955,240.00"
BNM,"3,109,280.00"
BNM,"4,567,320.00"
BOA DISPENSARY,"1,842.94"
BODE CITY NURSING HOME LIMITED,"327,040.00"
BODI HEALTH CENTRE,"7,313.58"
BODI HEALTH CENTRE,"13,345.00"
BODI HEALTH CENTRE,"20,000.00"
BODI HEALTH CENTRE,20000
Boensummit medical clinic,"10,000.00"
Boensummit medical clinic,"20,000.00"
Boensummit medical clinic,"30,000.00"
Boensummit medical clinic,"44,364.17"
Boensummit medical clinic,"91,370.85"
BOGOTA-BAG IMAGING AND NURSING HOME,"204,960.00"
BOGOTA-BAG IMAGING AND NURSING HOME,"1,181,760.00"
BOGOTA-BAG IMAGING AND NURSING HOME,"2,249,760.00"
BOGSO NURSING HOME RHAMU LIMITED,"1,735.45"
BOGWENDO HEALTH CENTRE,"10,000.00"
BOGWENDO HEALTH CENTRE,"51,024.08"
BOGWENDO HEALTH CENTRE,"75,155.61"
BOJIGARSE DISPENSARY,"18,906.48"
BOJIGARSE DISPENSARY,"22,153.83"
BOJIGARSE DISPENSARY,"40,000.00"
BOJIGARSE DISPENSARY,"80,000.00"
BOJIGARSE DISPENSARY,"110,000.00"
Bokole CDF Dispensary,"20,000.00"
Bokole CDF Dispensary,"70,000.00"
Bokole CDF Dispensary,"80,000.00"
Bokoli Sub-County Hospital,"130,480.00"
Bokoli Sub-County Hospital,"264,880.00"
Bokoli Sub-County Hospital,"304,240.00"
Bokoli Sub-County Hospital,"677,040.00"
Bokoli Sub-County Hospital,"697,794.22"
Bokoli Sub-County Hospital,"789,245.83"
BOMANI HOSPITAL LIMITED,"1,707.01"
BOMANI HOSPITAL LIMITED,"1,722.04"
BOMANI HOSPITAL LIMITED,"252,000.00"
BOMANI HOSPITAL LIMITED,"302,400.00"
BOMANI HOSPITAL LIMITED,"692,160.00"
BOMANI HOSPITAL LIMITED,"705,600.00"
Bombi Dispensary,"4,832.51"
Bombi Dispensary,"19,113.55"
Bombululu Medical Clinic,"30,000.00"
Bombululu Medical Clinic,"43,600.00"
Bombululu Medical Clinic,"65,840.00"
Bombululu Medical Clinic,"131,065.59"
BOMET HEALTH CENTRE,"10,000.00"
BOMET HEALTH CENTRE,"427,370.03"
BOMET HEALTH CENTRE,"1,172,847.22"
BOMET\'S HEALTH CARE,"10,000.00"
BOMET\'S HEALTH CARE,"31,200.00"
BOMET\'S HEALTH CARE,"40,000.00"
BOMET\'S HEALTH CARE,"62,400.00"
BOMET\'S HEALTH CARE,"197,040.00"
BOMET\'S HEALTH CARE,"590,409.18"
Bomu Medical Hospital (Changamwe),"174,000.00"
Bomu Medical Hospital (Changamwe),"207,360.00"
Bomu Medical Hospital (Changamwe),"334,080.00"
Bomu Medical Hospital (Changamwe),"493,600.00"
BONDE DISPENSARY,"75,398.20"
BONDE DISPENSARY,"83,277.09"
BONDENI DISPENSARY (NAKURU CENTRAL),"392,682.64"
BONDENI DISPENSARY (NAKURU CENTRAL),"398,296.96"
Bondeni Dispensary (Trans Nzoia West),"20,000.00"
Bondeni Dispensary (Trans Nzoia West),"30,000.00"
Bondeni Dispensary (Trans Nzoia West),"34,045.76"
Bondeni Dispensary (Trans Nzoia West),"50,000.00"
Bondeni Dispensary (Trans Nzoia West),"82,040.33"
Bondeni Dispensary (Trans Nzoia West),"100,000.00"
Bondeni Sub County Hospital,"10,000.00"
Bondeni Sub County Hospital,"31,509.69"
Bondeni Sub County Hospital,"100,000.00"
Bondeni Sub County Hospital,"102,789.88"
Bondeni Sub County Hospital,"120,000.00"
Bondeni Sub County Hospital,"210,800.00"
Bondo Medical Clinic,"17,920.00"
Bondo Medical Clinic,"29,120.00"
Bondo Medical Clinic,"89,440.00"
Bondo Medical Clinic,"119,760.00"
Bondo Medical Clinic,"263,919.74"
Bondo Medical Clinic,"286,643.03"
BONDO SUB COUNTY HOSPITAL,"628,720.00"
BONDO SUB COUNTY HOSPITAL,"808,320.00"
BONDO SUB COUNTY HOSPITAL,"908,696.12"
BONDO SUB COUNTY HOSPITAL,"919,528.62"
BONDO SUB COUNTY HOSPITAL,"2,017,960.00"
BONDO SUB COUNTY HOSPITAL,"4,527,000.00"
Bongu Konyango Dispensary,"53,966.01"
Bongu Konyango Dispensary,"107,518.22"
Bonyunyu prime Health Care Maternity and Nursing Home,"537,600.00"
Bonyunyu prime Health Care Maternity and Nursing Home,"2,166.63"
Bonyunyu prime Health Care Maternity and Nursing Home,"515,200.00"
Bonyunyu prime Health Care Maternity and Nursing Home,"1,677,760.00"
Bonyunyu prime Health Care Maternity and Nursing Home,"1,910,720.00"
BOOM MEDICAL SERVICES LIMITED,"3,351.48"
BORANGI HEALTH CENTRE,"20,000.00"
BORANGI HEALTH CENTRE,"52,954.92"
BORANGI HEALTH CENTRE,"108,185.99"
BORDERLINE HEALTHCARE LIMITED,"18,934.69"
BORDERLINE HEALTHCARE LIMITED,"67,200.00"
BORDERLINE HEALTHCARE LIMITED,"190,400.00"
BORDERLINE HEALTHCARE LIMITED,"436,800.00"
BORDERLINE HEALTHCARE LIMITED,"515,200.00"
BORDERLINK NURSING HOME AND EYE CENTRE,"616,000.00"
BORDERPOINT MEDICAL CENTER LIMITED,"12,268.78"
BORDERPOINT MEDICAL CENTER LIMITED,"90,720.00"
BORDERPOINT MEDICAL CENTER LIMITED,"144,080.00"
BORDERPOINT MEDICAL CENTER LIMITED,"589,920.00"
Bore Hole 11 Health Centre,"3,583.76"
Bore Hole 11 Health Centre,"4,602.74"
Bore Hole 11 Health Centre,"72,400.00"
Bore Hole 11 Health Centre,"73,600.00"
Bore Hole 11 Health Centre,"82,400.00"
Bore Hole 11 Health Centre,"88,400.00"
BORE SINGWAYA DISPENSARY,"13,137.80"
BOREHOLE ELEVEN NURSING HOME LIMITED,"66,892.24"
BORO DISPENSARY,"10,000.00"
BORO DISPENSARY,"38,304.78"
BORO DISPENSARY,"101,638.40"
Bosiango Health Centre,"11,200.00"
Bosiango Health Centre,"32,400.00"
Bosiango Health Centre,"74,800.00"
Bosiango Health Centre,"177,840.00"
Bosiango Health Centre,"185,271.63"
Bosiango Health Centre,"241,168.87"
Boskem Medical clinic,"28,239.30"
BOSNIA DISPENSARY,"169,634.76"
BOSONGO MEDICAL CENTRE,"1,537,799.00"
BOSONGO MEDICAL CENTRE,"10,681,880.00"
BOSONGO MEDICAL CENTRE,"17,410,660.00"
BP1 Dispensary,"90,807.52"
BRAIN SPINE AND REHABILITATION HOSPITAL LTD,"57,120.00"
BRAWN'S CURATIVE CENTRE,"10,430.30"
BRAWN'S CURATIVE CENTRE,"39,009.27"
BRAWN'S CURATIVE CENTRE,"136,640.00"
Breetons Medical Centre,"13,440.00"
Breetons Medical Centre,"15,680.00"
Breetons Medical Centre,"163,932.11"
Breetons Medical Centre,"199,878.21"
Breetons Medical Centre,"629,440.00"
Breetons Medical Centre,"730,240.00"
BRIAN JAKE MEMORIAL HOSPITAL LIMITED,"101,686.38"
BRIAN JAKE MEMORIAL HOSPITAL LIMITED,"254,924.64"
BRIAN JAKE MEMORIAL HOSPITAL LIMITED,"359,440.00"
BRIAN JAKE MEMORIAL HOSPITAL LIMITED,"395,280.00"
BRIAN JAKE MEMORIAL HOSPITAL LIMITED,"878,080.00"
BRIAN JAKE MEMORIAL HOSPITAL LIMITED,"1,583,200.00"
BRIDGING OUT-PATIENT,"15,603.87"
BRIDGING OUT-PATIENT,"29,094.37"
Brighton Medical Centre,"8,422.51"
Brighton Medical Centre,"11,200.00"
Brighton Medical Centre,"69,440.00"
Brighton Medical Centre,"114,240.00"
Brighton Medical Centre,"156,800.00"
Brighton Medical Centre,192640
BRIGHTON MEDICAL CENTRE,230720
BRIGHTWAY NURSING HOME LIMITED,"40,888.78"
Brillian Doctors Plaza Hospital,"8,960.00"
BRILLIANCE CARE MEDICAL HOSPITAL,"9,481.36"
BRILLIANCE CARE MEDICAL HOSPITAL,"22,400.00"
BRILLIANCE CARE MEDICAL HOSPITAL,"24,237.14"
BRILLIANCE CARE MEDICAL HOSPITAL,"24,640.00"
BRILLIANCE CARE MEDICAL HOSPITAL,"212,800.00"
Brimaxa Hospital Limited,"527,280.00"
Brimaxa Hospital Limited,"1,548,960.00"
Brimaxa Hospital Limited,"2,196,080.00"
Brimaxa Hospital Limited,"4,109,360.00"
Bristol nursing home - Utawala,"13,440.00"
Bristol nursing home - Utawala,"30,376.06"
Bristol nursing home - Utawala,"38,080.00"
Bristol nursing home - Utawala,"51,416.45"
Bristol nursing home - Utawala,"194,880.00"
BRISTOL PARK HOSPITAL FEDHA,"30,240.00"
BRISTOL PARK HOSPITAL FEDHA,"67,120.00"
BRISTOL PARK HOSPITAL FEDHA,"87,040.00"
BRISTOL PARK HOSPITAL FEDHA,"117,440.00"
BRISTOL PARK HOSPITAL FEDHA,"179,530.00"
BRISTOL PARK HOSPITAL FEDHA,"336,480.00"
BRISTOL PARK HOSPITAL FEDHA,"436,920.00"
BRISTOL PARK HOSPITAL FEDHA,"603,350.00"
BRISTOL PARK HOSPITAL MACHAKOS,"136,170.00"
BRISTOL PARK HOSPITAL MACHAKOS,"311,070.00"
BRISTOL PARK HOSPITAL MACHAKOS,"628,360.00"
BRISTOL PARK HOSPITAL MACHAKOS,"847,260.00"
BRIVIN MEDCARE,"17,193.49"
BRIVIN MEDCARE,"37,699.32"
BRIVIN MEDCARE,"159,040.00"
BRIVIN MEDCARE,"170,240.00"
BRIVIN MEDCARE,"212,800.00"
BRIVIN MEDCARE,241920
BRIVIN MEDCARE,"454,720.00"
BRIXTON MAKUNGA MEDICAL CLINIC,"293,086.36"
BROADWAY HOSPITAL LIMITED,"2,240.00"
BROADWAY HOSPITAL LIMITED,"16,364.69"
BROADWAY HOSPITAL LIMITED,"18,079.65"
BROADWAY HOSPITAL LIMITED,"49,280.00"
BROOKLYN MEDICAL CENTRE,"14,723.78"
Brother Andre Medial Centre,"15,284.95"
Brother Andre Medial Centre,"116,880.00"
Brother Andre Medial Centre,"310,720.00"
Brother Andre Medial Centre,"530,960.00"
Brother Andre Medial Centre,"538,080.00"
BROWANEX HEALTHCARE SERVICES LIMITED,"15,062.18"
BROWANEX HEALTHCARE SERVICES LIMITED,"25,587.59"
Browns Memorial Medical Centre,"16,720.00"
Browns Memorial Medical Centre,"64,511.97"
Browns Memorial Medical Centre,"75,552.24"
Browns Memorial Medical Centre,"92,560.00"
Browns Memorial Medical Centre,"99,440.00"
Browns Memorial Medical Centre,"184,400.00"
BUCHANGU DISPENSARY,"10,000.00"
BUCHANGU DISPENSARY,"20,000.00"
BUCHANGU DISPENSARY,"755,349.85"
BUCHANGU DISPENSARY,"771,795.26"
BUDALANGI DISPENSARY,"10,000.00"
BUDALANGI DISPENSARY,"40,000.00"
BUDALANGI DISPENSARY,"50,000.00"
BUDALANGI DISPENSARY,"249,261.56"
BUDALANGI DISPENSARY,"374,920.07"
Budonga Dispensary,"310,172.46"
Budonga Dispensary,"322,118.25"
Buduta Dispensary,"36,841.86"
Buduta Dispensary,"159,446.34"
Bugamangi Dispensary,"34,078.57"
Bugamangi Dispensary,"80,074.72"
Bugina Health Centre,"10,000.00"
Bugina Health Centre,"30,000.00"
Bugina Health Centre,"40,000.00"
Bugina Health Centre,"44,790.77"
Bugina Health Centre,"108,059.64"
BUGUMBE HEALTH CENTRE,"15,481.94"
BUGUMBE HEALTH CENTRE,"17,920.00"
BUGUMBE HEALTH CENTRE,"27,920.00"
BUGUMBE HEALTH CENTRE,"184,560.00"
BUGUTA HEALTH CENTRE,"5,000.00"
BUGUTA HEALTH CENTRE,"162,067.67"
BUGUTA HEALTH CENTRE,"245,709.48"
BUHURU PONYA MEDICAL CENTRE,"87,247.54"
BUJUKHALIFA HEALTH CARE LIMITED,"11,253.94"
BUJUKHALIFA HEALTH CARE LIMITED,"19,513.18"
BUJUKHALIFA HEALTH CARE LIMITED,"288,960.00"
BUJUKHALIFA HEALTH CARE LIMITED,"376,320.00"
BUJUKHALIFA HEALTH CARE LIMITED,"1,245,440.00"
BUJUKHALIFA HEALTH CARE LIMITED,"1,581,440.00"
Bukalama Dispensary,"18,262.91"
BUKANSOR NURSING HOME LIMITED,"11,506.84"
BUKANSOR NURSING HOME LIMITED,"152,320.00"
BUKANSOR NURSING HOME LIMITED,"248,640.00"
BUKANSOR NURSING HOME LIMITED,"378,560.00"
BUKAYA HEALTH CENTRE,"10,000.00"
BUKAYA HEALTH CENTRE,"22,400.00"
BUKAYA HEALTH CENTRE,"82,400.00"
BUKAYA HEALTH CENTRE,"622,921.51"
BUKAYA HEALTH CENTRE,"739,276.89"
Bukaya Medical Centre,"4,094.40"
Bukaya Medical Centre,"4,693.99"
Bukaya Medical Centre,"99,600.00"
Bukaya Medical Centre,"134,400.00"
Bukaya Medical Centre,"197,120.00"
Bukaya Medical Centre,"253,840.00"
Bukembe Dispensary,"10,000.00"
Bukembe Dispensary,"44,480.00"
Bukembe Dispensary,"50,000.00"
Bukembe Dispensary,"56,720.00"
Bukembe Dispensary,"90,204.45"
Bukembe Dispensary,"204,365.61"
Bukokholo Dispensary,"30,000.00"
Bukokholo Dispensary,"40,000.00"
Bukokholo Dispensary,"157,965.61"
Bukokholo Dispensary,"225,896.75"
BUKUMA DISPENSARY,"4,102.86"
BUKUMA DISPENSARY,"30,000.00"
BUKUMA DISPENSARY,"38,072.51"
BUKUMBURI MEDICAL CLINIC,"54,493.03"
Bukura Health Centre,"20,000.00"
Bukura Health Centre,"50,000.00"
Bukura Health Centre,"184,120.40"
Bukura Health Centre,"214,534.76"
BULA AFYA NURSING HOME LIMITED,"5,336.14"
BULA AFYA NURSING HOME LIMITED,"53,760.00"
BULA AFYA NURSING HOME LIMITED,"76,160.00"
BULA AFYA NURSING HOME LIMITED,"246,400.00"
BULA AFYA NURSING HOME LIMITED,"262,080.00"
Bulamu Medical Clinic,"6,720.00"
BULAMU MEDICAL CLINIC,"8,960.00"
Bulamu Medical Clinic,"25,789.33"
BULAMU MEDICAL CLINIC,"47,327.87"
BULLA DADACHA MEDICAL CLINICS LIMITED,"9,433.08"
BULLA DADACHA MEDICAL CLINICS LIMITED,"23,604.88"
BULLA DADACHA MEDICAL CLINICS LIMITED,"183,680.00"
BULLA DADACHA MEDICAL CLINICS LIMITED,"228,480.00"
BULLA DADACHA MEDICAL CLINICS LIMITED,"733,520.00"
BULLA DADACHA MEDICAL CLINICS LIMITED,"968,720.00"
Bulla Dana Nursing Home,"16,225.71"
Bulla Dana Nursing Home,"257,600.00"
Bulla Dana Nursing Home,"288,960.00"
Bulla Dana Nursing Home,"492,800.00"
Bulla Dana Nursing Home,"815,360.00"
BULLA ELMI DISPENSARY,"6,038.26"
BULLA ELMI DISPENSARY,"7,207.74"
BULLA ELMI DISPENSARY,"10,000.00"
BULLA ELMI DISPENSARY,"20,000.00"
BULLA KUBI MEDICAL CENTRE LIMITED,"17,298.19"
BULLA KUBI MEDICAL CENTRE LIMITED,"188,160.00"
BULLA KUBI MEDICAL CENTRE LIMITED,"273,280.00"
BULLA KUBI MEDICAL CENTRE LIMITED,"526,400.00"
BULLA KUBI MEDICAL CENTRE LIMITED,826240
BULLA KUBI MEDICAL CENTRE LIMITED,"844,480.00"
Bulla Mpya Nursing Home,"100,480.00"
Bulla Mpya Nursing Home,"574,080.00"
Bulla Mpya Nursing Home,"1,900,400.00"
Bulla Mpya Nursing Home,"7,087,480.00"
BULLA POWER MEDICAL CENTRE LIMITED,"344,960.00"
BULLA POWER MEDICAL CENTRE LIMITED,"1,055,040.00"
BULLA POWER MEDICAL CENTRE LIMITED,"1,444,800.00"
BULLA POWER MEDICAL CENTRE LIMITED,"2,033,920.00"
BULLA TAWAKAL HOSPITAL LIMITED,"2,567.89"
BULLA TAWAKAL HOSPITAL LIMITED,"56,000.00"
BULLA TAWAKAL HOSPITAL LIMITED,100800
BULLE MEDICAL CENTRE,"62,720.00"
BULLE MEDICAL CENTRE,"266,560.00"
BULLE MEDICAL CENTRE,"297,920.00"
Bulondo Dispensary,"35,065.94"
Bulondo Dispensary,"40,142.09"
Bulondo Dispensary,"166,640.00"
Bulondo Dispensary,"185,760.00"
Bulondo Dispensary,"225,920.00"
Bulondo Dispensary,"390,160.00"
