Provider,AMOUNT
Cheldeb Medical Clinic,274320
CHELYMO MEDICAL CENTRE,4308640
Chemaner Dispensary (Bomet),70000
CHEMANER DISPENSARY-BOMET,80000
CHEMASE MEDICAL CENTRE,11200
Chemin Medical Clinic,1023680
Chemolingot District Hospital,36800
CHEMOLINGOT SUB-COUNTY HOSPITAL,191520
CHEMOSOT HEALTH CENTRE,30000
CHEMWA BRIDGE DISPENSARY,337040
CHEMWAA HEALTH CENTRE,166320
CHEPARERIA SUB DISTRICT HOSPITAL,137040
CHEPARERIA SUB-COUNTY HOSPITAL,36720
CHEPKANGA HEALTH CENTRE,20000
CHEPKIGE HEALTH CENTRE,50000
Chepkigen Health Centre,50000
CHEPKONGONG DISPENSARY,10000
CHEPKOPEGH DISPENSARY,10000
CHEPKOPEGH HEALTH CENTRE,10000
Chepkorio Health Centre,50000
Chepkube Dispensary,24480
CHEPKUBE HEALTH CENTRE,41200
Chepkurkur Dispensary,270000
CHEPNGOMBE HEALTH CENTRE,10000
Cheptais Sub County Hospital,396000
CHEPTAIS SUB-COUNTY HOSPITAL,3742720
Cheptalal Sub-County Hospital,170000
CHEPTERWAI SUB-COUNTY HOSPITAL,187120
CHEPTIANGWA DISPENSARY,30000
CHEPTUR HEALTH SERVICES,324240
Cheramei Dispensary,60000
CHERANGANY NURSING HOME,1747540
CHERANGANY SUB COUNTY HOSPITAL,50360
Chesikaki Dispensary,26880
Chesongoch Health Centre,213960
CHESONGOCH MISSION HOSPITAL,701560
Chest & Skin Clinic Ishiara,145600
CHEST AND SKIN CLINIC,33600
Chevoso Dispensary,50000
Chiga Sub County Hospital,40000
CHIROLE MEDICAL CENTRE LIMITED,907200
CHIROMO MENTAL HEALTH HOSPITAL -NAIROBI LIM,9721180
CHIRON MEDICAL DIAGNOSTICS AND IMAGING HOS,13514320
CHOMBELI HEALTH CENTRE,20000
CHOMBELI MODEL HEALTH CENTRE,10000
CHOROQO NURSING HOME LIMITED,365120
Christ The Good Shephered Rehabilitation Centre,587520
CHRISTAMARIANNE MISSION HOSPITAL (ASUMBI),7843960
Christian Community Services Wang'uru Dispensary,64960
Chuka County Refferal Hospital,475070
Chuka Cottage Hospital,1017120
CHUKA COUNTY REFERRAL HOSPITAL,13765010
Chuka Nursing Home,186800
Chulaimbo County Hospital,76800
CHULAIMBO SUB-COUNTY HOSPITAL,30410
CHUMVI DISPENSARY,10000
Chwele Fountain Hospital,1186000
CHWELE FOUNTAIN HOSPITAL LTD,372880
CHWELE SUB COUNTY HOSPITAL,667520
CITI VIEW NURSING HOME LIMITED,1256640
CITY EYE HOSPITAL,931840
CITY EYE HOSPITAL LIMITED,250880
CITY EYE HOSPITAL LIMITED-NYERI,433440
City Eye Hospital(Dagoretti),412080
City Gate Doctors Plaza LTD,1088230
Citymed Cottage Hospital (Nyandarua),264320
CITYMED COTTAGE HOSPITAL NYANDARUA,165760
CKS DIALYSIS CENTRE - BURUBURU,2066100
CKS Dialysis Centre Pangani,2193900
CKS HOSPITAL LIMITED-KIMUKA,636400
CLASTAN MEDICAL SERVICES,89600
Clearview Specialist Medicare,463540
CLEVERLAND COTTAGE HOSPITAL AND MATERNITY L,20000
COAST GENERAL TEACHING AND REFERRAL HOSPIT,73674220
Comfy Health Care Ltd,133200
COMFY HEALTHCARE LIMITED,137680
COMMUNAL ORIENTED SERVICES,94080
Community Medical Centre (Kongowea),142160
Comrade Nurising Home,766080
COMRADE NURSING HOME,508480
Connection Health Services Limited,1720320
CONNECTION HEALTH SERVICES LIMITED - MALABA,87360
CONSOLATA HOSPITAL KYENI,15830050
CONSOLATA COTTAGE HOSPITAL CHUKA,646040
Consolata Hospital Gitoro,810560
CONSOLATA HOSPITAL MATHARI,38213623
CONSOLATA HOSPITAL NANYUKI,60000
CONSOLATA HOSPITAL NKUBU,10048800
CONSOLATA KYENI HOSPITAL,3675330
Consolata Maternity and Children's Hospital,687040
CONSOLATA MATHARI TOWN ANNEX,1945043
Consolata Mission Hospital,785040
COPTIC HOSPITAL - LUANDA,4100920
COPTIC HOSPITAL - NGONG ROAD,60671649
COPTIC HOSPITAL- LUANDA,5214160
COPTIC HOSPITAL SALGAA,324640
COPTIC HOSPITAL-SALGAA,30080
Corner B Hospital Limited,1122240
COSGUROW HEALTHCARE LIMITED,179200
COTTOLENGO MISSION HOSPITAL,2692960
COUNT MEDICAL AND DIAGNOSTIC LIMITED,3729160
County Medical Centre - Embu Ltd,2700820
COUNTY MEDICAL CENTRE EMBU LTD,3005480
Cowdray Dispensary,20000
Crescent Community Hospital,2388400
CRESCENT COMMUNITY HOSPITAL LIMITED,3111360
CROWN SPECIALIST CENTRE,5914440
Crystal Cottage Hospital,132640
CRYSTAL COTTAGE HOSPITAL & MEDICAL CLINIC LT,3500
CU-MEYR MEDICAL CENTER LIMITED,1411200
Curepark Modern Hospital Limited,570720
CUSTOM MEDICAL CENTER,1381780
Cynert Hospital & Rehabilitation Centre,49280
DAACAD MEDICAL CENTER LIMITED,1749440
DABAA NURSING HOME LIMITED,2479680
DADAAB DISTRICT HOSPITAL,368960
DADAAB MEDICAL CENTRE LIMITED,8960
Dadaab Medical Clinic,134400
DADAAB SUB-COUNTY HOSPITAL,238560
DADAJABULA HEALTH CENTRE,168880
Dagoretti Subcounty Hospital Mutuini,283280
DAGORETTI SUB-COUNTY HOSPITAL MUTUINI,646920
DAKAJA HEALTHCARE LTD,1641920
Dalsan Medical Clinic,20000
DAMASA NURSING HOME LIMITED,1589200
DANABA CARE HOSPITAL LIMITED,1584720
DANABA HEALTH CENTRE,30000
DANASA NURSING HOME LIMITED,828640
Dandelion Medical Center Kilimanjaro,40000
DANDELION MEDICAL CENTRE,292240
DANDORA II HEALTH CENTRE,100000
Dandu Health Centre,30000
DANDU NURSING HOME LIMITED,1061760
DANID CARE SERVICES,210560
DANIEL COMBONI HEALTH CENTRE,241920
Danlink Health Care,653920
DANMOSON OASIS MEDICAL AND DIAGNOSTIC CEN,539200
DANMOSON OASIS MEDICAL AND DIAGNOSTIC CEN,249880
Danya Medical Centre,387520
DANYA MEDICAL CENTRE LIMITED,300160
DARAJA MEDICAL CENTRE,44800
Daraja Mungu Dispensary,30000
DARARA HEALTH CENTRE LIMITED,526400
DARIQA NURSING HOME LIMITED,1516480
Darusalaam Hospital,1319360
DARYEEL PLUS HOSPITAL LIMITED,1771840
DASHEK NURSING HOME LIMITED,1005760
DAWADUBA NURSING HOME LTD,3019520
Dawafront Healthcare clinic,2184000
DAWAFRONT PHARMACY AND CLINIC,1417920
DAWIDA ANNEX HOSPITAL LIMITED,295680
DAWIDA MATERNITY & NURSING HOME,6720
DAY TO DAY NURSING HOME LIMITED,1702400
DAYCARE HOSPITAL LIMITED,1498560
Deanesh Healthcare Medical Clinic,159040
Dede Dispensary,41200
Dede Harmony Medical Centre and Maternity,311360
DEDE HARMONY MEDICAL CENTRE AND MATERNITY,125440
Dencare Medical Care,372880
DENCARE MEDICAL CLINIC,163520
DEQ RABI HEALTH CARE LIMITED,1753400
Dertu Health Centre,100160
DESERTVIEW HEALTHCARE SERVICES,1263360
DETENI MEDICAL CLINIC,18960
DIAMOND NURSING HOME LIMITED,159040
DIANI BEACH HOSPITAL,4637560
DIANI BEACH HOSPITAL - LIKONI,672360
Diani Beach Hospital( Ukunda) Clinic,1873970
DIANI HEALTH CENTRE,730000
DID NURSING HOME LIMITED,1556800
DIDA DISPENSARY,60000
DIENYA HEALTH CENTRE,66880
DIFATHAS HEALTH CENTRE,10000
DIGDAR MEDICAL CENTRE LIMITED,1379840
DILMA NURSING HOME LIMITED,1816640
DILMANYALEY HEALTH CENTRE,324720
DIMTU NURSING HOME LIMITED,1485120
DINKU MEDICAL CENTRE LIMITED,1375360
Disciples of Mercy Clinic,26880
DITA NURSING HOME LIMITED,1666560
DIVINE MERCY ALUOR HEALTH CENTRE,91840
Divine Mercy Kithatu Dispensary,42560
DIVINE MERCY KITHATU HEALTH CENTRE,22400
DLISS FAMILY HOSPITAL,1353440
Doctors Centre (Kitui),50080
DOCTORS CENTRE-KITUI,60400
Doday Nursing Home,843360
DODAY NURSING HOME LIMITED,349440
DOLABS MEDICAL CENTRE LIMITED,920640
DOLLAR MEDICARE CENTRE,1023680
Dolphil Nursing & Maternity Home,1353600
DOM COTTOLENGO HEALTH CENTRE - MUKOTHIMA,443200
DOM COTTOLENGO HEALTH CENTRE-MUKOTHIMA,153200
DOMAL DISPENSARY,60000
Domao Lifeline Medical Centre,1180480
Domiline Medical Centre,627200
DOMILINE MEDICAL CENTRE LIMITED,580160
Dosage Medical Centre,470660
DR AGARWALS EYE HOSPITAL,833200
Dr. Ayoma Ojwang Memoral Clinic,1086400
DR.AYOMA OJWANG MEMORIAL MEDICAL CENTRE,394240
DR.DAVID RODEN TIKIT MISSION HEALTH CENTRE,61520
DR.RASIK KANTARIA JALARAM MEDICAL SERVICES,159750
Drugmart Medical Clinic,33600
Dundori Health Centre,90000
Dunto Dispensary,20000
DUNTOW NURSING HOME LIMITED,1202880
DUREWEEY DISPENSARY,50000
Duro Modern Hospital Limited,224000
Dzikunze Dispensary,10000
E.L.C.K. MATONGO HEALTH CENTRE,239680
Eagle Health Care Solution,1065520
EAGLEVIEW MEDICAL SERVICES LIMITED,8453760
EASTEND DOCTORS PLAZA MEDICAL CENTRE LIMITE,89600
EASTEND MEDICAL CLINIC,22400
EASTGATE MEDICAL CENTRE,293440
EASTLEIGH HEALTH CENTRE,50000
EASTLIFE HOSPITAL LIMITED,2450560
EASTVALLEY NURSING HOME,526240
EBENEZER MEDICAL CENTRE BRIGADIA,21200
Ebenezer Nursing Home,135440
EBEREGE DISPENSARY,60000
EBEREGE HEALTH CENTRE,10000
EBRAN NURSING HOME LIMITED,1816640
Ebusiratsi Health Centre,10000
EDELVALE TRUST JAMAA H$M HOSPITAL,1535620
EDELVALETRUST JAMAA HOME AND MISSION HOSPI,554880
EDESA MEDICARE BUNGOMA,47040
Edna Maternity,257280
EeastValley Nursing Home(Naivasha),134400
EKALAKALA HEALTH CENTRE,10000
EKALAKALA NURSING HOME LIMITED,1109840
EKERENYO AMANI HEALTH CENTRE,130680
EKERENYO SUB-COUNTY HOSPITAL,103440
Ekerenyo Sub-District Hospital,274160
EKITALE DISPENSARY,20000
Ekwanda Health Centre,20000
EL-ADO DISPENSARY,50000
El-adow nursing and maternity services limited,2477440
ELBEN DISPENSARY,90000
Elbi Healthcare,78400
Elburgon Sub County Hospital,116880
ELBURGON SUB-COUNTY HOSPITAL,90400
Eldama Ravine District Hospital,224560
ELDAMA RAVINE NURSING HOME,2020640
ELDAMA RAVINE SUB-COUNTY HOSPITAL,6360480
Eldas Health Centre,329040
ELDAS SUB-COUNTY HOSPITAL,611440
ELDO EYE CENTER LIMITED,1820600
ELDORET HOSPITAL,14155619
Eldoret Hospital-Kericho Branch,1701950
Eldoret Medical Specialist Centre,139400
ELDORET MEDICAL SPECIALISTS CENTRE,78920
ELDORET ONCOLOGY ASSOCIATES,19022786
Elele Dispensary,110000
ELELE NURSING HOME LIMITED,548800
Elelea Sub-county Hospital,90000
El-Golicha Dispensary,50320
ELGON VIEW HOSPITAL LIMITED,280000
Elgon View Medical Cottage,1139260
ELGONVIEW HOSPITAL ELDORET,204320
ELHACHE MEDICAL CENTRE,1525440
ELIANE ROYAL HOSPITAL LIMITED,33600
ELISS MEDICAL CENTRE,8960
EL-kala Dispensary,10000
ELQALU NURSING HOME LTD,835520
ELRAM DISPENSARY,20000
El-Ram Dispensary,50000
ELRAM NURSING HOME LIMITED-MANDERA,779520
EL-ROBA MEDICARE,413920
ELSAFARA MEDICAL CENTRE LIMITED,1552320
EL-SIHA MEDICAL CENTRE,452480
EL-SIHA MEDICAL CENTRE LIMITED,13440
ELUANATA DISPENSARY,10000
ELWAK COTTAGE NURSING HOME,4397680
Elwak Health Centre,20000
Elwak Nursing Home,1074080
ELWAK NURSING HOME LIMITED,1176560
ELWAK SUBCOUNTY HOSPITAL,254160
ELWAK WELLNESS CENTRE,4755120
ELWAK ZONE MEDICAL CENTRE LIMITED,315840
ELWAK ZONE MEDICAL CNTRE,943040
ELWANGALE HEALTH CENTRE,142160
ELWESERO HEALTH CENTRE,40000
Elwesero Model Health Centre,20000
EMALI MODEL HEALTH CENTRE,28960
EMALI NURSING HOME,713830
Emali Sub County Hospital,46720
EMALIA COMMUNITY HEALTH CENTER,2764160
EMARTI HEALTH CENTRE,30900
EMBAKASI HEALTH CENTRE,10000
EMBOBUT CATHOLIC MISSION DISPENSARY,10000
EMBU CHILDREN HOSPITAL,1737615
EMBU CHILDREN\'S CLINIC,696640
Embu Childrens Clinic-Town Centre,272160
EMBU CHILDREN'S HOSPITAL,1088458
EMBU COUNTY REFERRAL HOSPITAL,32138649
Embu Medical Centre,8960
EMINING HEALTH CENTRE,30000
EMIRATES HOSPITAL LIMITED,265200
Emmanuel Community Hospital Limited,102400
EMMANUEL MISSION HEALTH CENTRE,59280
Emmanuel Mission Health Centre (Bungoma East),182480
Emory Medical Centre,103600
EMUHAYA SUB-COUNTY HOSPITAL,1109360
Emurua Dikirr Health centre,130000
EMURUA DIKIRR HEALTH CENTRE,30000
Emusanda Health Centre,80000
Emusire Health Centre,80000
ENDARASHA HEALTH CENTRE,10000
ENDEBESS SUB-COUNTY HOSPITAL,33880
ENDEBESS SUB-DISTRICT HOSPITAL,83460
Endo Health Centre,158880
ENDO HEALTH CENTRE MISSION,61520
ENGINEER COUNTY HOSPITAL,255870
ENGINEER DISTRICT HOSPITAL,164660
Engos Health Centre Africa Mission Services,100000
Enkitok Joy Nursing Home,24640
Enkoireroi Dispensary,90000
ENKORIKA HEALTH CENTRE,10000
Enockhan Hospital,183680
ENOCKHAN HOSPITAL LTD,64960
Enoosaen Health Centre,160000
ENTANDA LEVEL 3 HOSPITAL_,60000
ENTARARA HEALTH CENTRE,20000
Enzaro Health Centre,71520
EQUATOR MEDICAL SERVICES LTD LUANDA,323925
Equator Nursing and Maternity Home,25680
Equity Afia Homabay Medical Center,84980
ERAMBA DISPENSARY,51200
ESAGERI HEALTH CENTRE,20000
Esani Sub-County Hospital,133840
Eserian Family Hospital,1084160
ESHIABWALI HEALTH CENTRE,15680
ESHIBEMBE HEALTH CENTRE,10000
ESHIBIMBI HEALTH CENTRE,72400
ESHIBINGA HEALTH CENTRE,33600
ESHIKALAME DISPENSARY,10000
ESHIMKOKO HEALTH CENTRE,10000
Eshimukoko Health Centre,40000
Eshinamwenyuli Health Centre,10000
Eshinutsa Health Centre,33600
Eshio Community Health Care,10000
ESHIO COMMUNITY HEALTHCARE,10000
Eshisiru Medical Cottage,257600
Esiarambatsi Health Centre,50000
ESIKOMA COMMUNITY HOSPITAL,146480
ESTEEMED KUTUS MODERN HOSPITAL,530880
ESTHER MEMORIAL MATENITY &amp; NURSING HOM,64960
Esther Memorial Nursing Home,174720
ETAGO SUB-COUNTY HOSPITAL,295360
ETHIL MEDICAL SERVICES LIMITED,4403840
ETONO JAB MEDICAL CENTRE LIMITED,147840
EUROCITY MEDICAL CENTRE,3049680
EUROCITY MEDICAL CENTRE LTD-HOMA BAY,4952640
EUROCITY MEDICAL CENTRE SINDO,1059520
Eurocity Medical Clinic,3209760
Evans Healthcare Clinic LTD,1388480
EVANS SUNRISE MEDICAL CENTRE,16800
EVERHEALS MEDICAL CENTRE,116480
EVERHEALS MEDICAL CENTRE,329280
EWASO KEDONG DISPENSARY,140000
EWUASO KEDONG DISPENSARY,200000
Excel Health Services,900400
"EXCEL HEALTH SERVICES, GARISSA",559760
EYE &amp; U NAKURU LIMITED,862400
EYE & U NAKURU LIMITED,1691200
Eye & U Opthalmic ltd,2413600
EYE AND U OPTHALMIC LTD,1338400
EYETECH MEDICAL CENTRE MANDERA LIMITED,1152480
EYETECH MEDICAL CENTRE MANDERA LTD,67200
EYMOLE MEDICARE AND NURSING HOME LIMITED,1597120
F.S.J ST. THERESA ASUMBI MISSION HOSPITAL,1192480
F.S.J. NYAMIRANGA DIVINE MERCY HEALTH CENTRE,367360
Fadhili Medical Centre,577600
FAIRFIELD MEDICAL CENTRE KITENGELA LTD,1812250
FAIRMONT HOSPITAL,7123000
Fairview Medical Clinic,10000
FAITH MODEL MEDICAL CENTRE,817600
Faith Nursing Home (Ikutha),394960
FAMILIA BORA MEDICAL CENTRE,57920
Family Health Options Kenya (Eldoret),15680
FAMILYBLISS MEDICAL CENTRE LIMITED,11200
FAMILYFIRST MEDICAL CENTRE LIMITED,411440
FAMZAHRA MATERNITY LIMITED,1413440
Faraja Family Care Hospital,2240
Fatima Maternity Hospital,190240
FATIMA MISSION HOSPITAL,110000
Favour Medical Services,535360
FAWZAN NURSING HOME,1556800
FAYA MEDICAL CENTRE LIMITED,761600
FAYYA NURSING HOME,432160
FAZA SUB DISTRICT HOSPITAL,57120
FAZA SUB-COUNTY HOSPITAL,60400
FAZAAN NURSING HOME LIMITED,405440
Figo Care Plus (K )Ltd Upper Hill,2076750
FIGO CARE PLUS(K) LIMITED,4845750
Figo Care Plus(K)Limited,915900
FILYNE CHIMA HOSPITAL LIMITED,3729600
Fina Medical Nursing Home,838920
FINA NURSING HOME,195920
FINCHARO DISPENSARY,80000
FINE-HEALTH MEDICAL CENTRE AND MATERNITY,51520
FINO HEALTH CENTRE,21200
FINO NURSING HOME LIMITED,2663279
Firenze Nursing Home,110000
FIRENZE NURSING HOME LIMITED,851200
FIRMVIEW MEDICAL CENTRE,304480
FIRST CHOICE HOSPITAL,490560
FIRST CHOICE HOSPITAL LTD,266560
FLAMINGO MEDICAL CENTRE,1195760
FLAX DISPENSARY,30000
Floder Medical Centre,504880
Flourspar Health Centre,32240
FLUORSPAR HEALTH CENTRE,14480
Foothill Medical Clinic,288960
FOOTHILLS MEDICAL CENTRE LIMITED,159040
FORT TERNAN SUB-COUNTY HOSPITAL,90000
Forthall Memorial Hospital Limited,1179100
FORTIS KIDNEY CENTER LIMITED,2907447
Forttenan Sub County Hospital,170000
Fountain Healthcare,423360
FOUNTAIN HEALTHCARE LIMITED,2495920
Fountain Healthcare Limited Bungoma,309440
FOUNTAIN HEALTHCARE LTD BUNGOMA,903600
FRAJOY HEALTH SERVICES ENTERPRISES,194880
FRALOMA HOSPITAL LIMITED,24640
Fremo Medical Centre,132400
Fremo Medical Centre LTD(Kabiria),57040
FREMO MEDICAL CENTRE LTD-KABIRIA,11200
FREVANE HOSPITAL,1412680
FRIENDS CHWELE MISSION DISPENSARY,10000
FRIENDS KAPTAMA HEALTH CENTRE,132000
FRIENDS LUGULU HOSPITAL,1797920
Furaha Medical Care,598000
Future Life Community Nursing and Maternity Home,86000
FUTURE LIFE COMMUNITY NURSING HOME,55840
GACAL BUDGET HOSPITAL,2118080
GACHORORO HEALTH CENTRE,20000
GAGABA NURSING HOME LTD,344480
GAICHANJIRU CATHOLIC HOSPITAL,1445500
Gaichanjiru Hospital,649720
GALANA COTTAGE NURSING HOME LIMITED,1886080
GALAXY HOSPITAL,2016090
GALAXY HOSPITAL LIMITED,6124140
GALBET NURSING HOME LIMITED,230720
GALILEE HOSPITAL KITALE LIMITED,590320
GAMAALA MEDICAL CENTRE LIMITED,2385600
Ganda Dispensary,30000
GANJONI HOSPITAL MOMBASA LIMITED,1268160
Ganyure Health Centre,10000
Ganze Health Centre,80000
GARASHI DISPENSARY,40000
GARGAAR MEDICAL CENTRE &amp; NURSING HOME,2690240
Gari Dispensary,20000
GARI-HILLS HEALTHCARE LIMITED,2219840
GARISSA COUNTY REFERRAL HOSPITAL,14423381
GARISSA DOCTORS CLINIC,131840
GARISSA DOCTORS PLAZA,145600
GARISSA ENT MEDICAL CENTRE,703360
Garissa Mother and Child Care Nursing Home,297600
GARISSA MOTHER AND CHILD HEALTH CARE,112000
GARISSA NURSING HOME,958920
Garissa Nursing Home Annex,147840
GARSEDABA HOSPITAL LIMITED,808640
Garsedam Dispensary,90000
GARSEN HEALTH CENTRE,10000
GARSESALA HEALTH CENTRE,20000
Garsey Goftu Dispensary,40000
Garsin Health Care and Nursing Home,219520
GARSIN HEALTHCARE AND NURSING HOME LTD,201600
Gates of Hope Family health care,30000
GATES OF HOPE FAMILY MEDICARE CENTRE,18960
GATEWAY POINT HOSPITAL LIMITED,427840
GATHAMBI HEALTH CENTRE,20000
GATHANGA HEALTH CENTRE,20000
GATHIGIRIRI HEALTH CENTRE,10000
Gatimu Health Centre,30000
GATUNDU COUNTY REFERRAL HOSPITAL,5012490
GATUNDU LEVEL V HOSPITAL,559260
Gatunga Catholic Health Centre,138340
GEDE HEALTH CENTRE,40000
GEDMED MEDICAL CENTER AND NURSING HOME,13440
GEKONGE DISPENSARY,10000
GENERATION AND VISIONARY MEDICAL CENTRE,34640
Genvis Medical Center,49280
George Mudenyo Kadima Nasio Trust (Mumias West),509760
GERMAN MEDICAL CENTER LTD,2767700
GERMAN MEDICAL CENTER MACHAKOS,2990680
GERMAN MEDICAL CENTRE LTD,2250300
GESABAKWA HEALTH CENTRE,20000
GESIMA MEDICAL CENTRE,309120
Gesima Sub County Hospital,10000
GESIMA SUB-COUNTY HOSPITAL,75680
Gesure Health Centre (Manga),22400
Gesusu (SDA) Dispensary,245200
GESUSU ADVENTIST MISSION HOSPITAL,121520
Gesusu Sub-County Referral Hospital,40080
GETA BUSH HEALTH CENTRE,10000
GETARE HEALTH CENTRE,294480
Getembe Hospital,338240
Getembe Hospital Kenyara Medical Centre,114240
Getende Nursing Home,1236480
GETONTIRA MEDICAL CENTRE,598080
GETONTIRA MEDICAL CENTRE( NURSING HOME),274320
GETWAY MEDICAL SERVICES,239680
Gichira Health Centre,20000
GICHIRA HEALTH CENTREX,40000
GIFTED HANDS REGIONAL HOSPITAL,1466720
GIFTED MINDS MEDICAL CENTRE,87360
GIFTLAND MEDICAL CENTRE LTD,132160
Gikambura Health Centre,20000
GILGIL HEALTHCARE MEDICAL CENTRE,116480
GILGIL HEALTHCARE MEDICAL CENTRE LIMITED,43600
Gilgil Sub County Hospital,217360
GILGIL SUB-COUNTY HOSPITAL,5454520
Ginger Hospital,537520
GINGER HOSPITAL LIMITED,1246480
GIOVANNA E-SYLVIA MEDICAL CENTRE,4480
GIRISSA HEALTH CENTRE,358400
Gita Sub County Hospital,16720
GITA SUB-COUNTY HOSPITAL,78400
GITHIGA HEALTH CENTRE,10000
Githumu Hospital,434640
GITWAMBA HEALTH CENTRE,50000
GLENFIN DONHOLM HOSPITAL LIMITED,67200
GLENFIN DONHOLM HOSPITAL LTD,20000
GOBBI HEALTH CENTRE,40000
God Kwer Dispensary,97200
GODBER HEALTH CENTRE,21200
GODKWER DISPENSARY,129760
Golden Heart Clinic,293440
GOLDJAR HOSPITAL LIMITED,421120
Golgotha Medical Centre,656160
Gongo Health Centre.,68960
GONGONI HEALTH CENTRE,150000
GOOD HOPE HEALTH LIMITED,63900
GOOD HOPE NYAHURURU NURSING HOME(K) LIMIT,13440
GOOD SHEPHERD ANGIYA DISPENSARY,30000
Goodhope Health LTD,106500
GOODWILL COTTAGE HOSPITAL,1755600
Gopima Medical Centre Limited,2069760
GOT AGULU SUB-COUNTY HOSPITAL,36800
GOT AGULU SUB-DISTRICT HOSPITAL,93520
Got Oyaro Health Centre,1695680
GOTADE NURSING HOME,588000
GOT-ADE NURSING HOME LIMITED,394240
Gotani Dispensary,80000
GOTANI MODERN HEALTH CENTRE,70000
Gozani Dispensary,20000
GRACE HEAL HEALTH CARE,73920
GRACE PARK MEDICAL CENTRE,16638984
GRAND ROYALCARE MEDICAL CLINIC LIMITED,361520
Grand Royalcare Medical Clinic Ltd,357440
Grandmed Hospital,203840
GRANDSTAR MEDICARE CENTER MOGONGA,445760
Granton & Dolly Nursing Home,217280
GRANTON &amp; DOLLY NURSING HOME LIMITED,371840
GRASSLAND DISPENSARY,30000
Grassroot Community Health Services,237120
GRASSROOT COMMUNITY HEALTHCARE LIMITED,546560
Grays Medical Centre,840000
GRAYS MEDICAL CENTRE LIMITED,309120
Greenspan Medical Centre,73920
Greenview Nursing Home,1929040
GRIFTU NURSING HOME,2415840
Griftu Subcounty Hospital,416480
GRIFTU SUB-COUNTY REFERAL HOSPITAL,970060
GUARDIAN HOSPITAL LIMITED,5308926
Guba Dispensary,212800
GUBA HEALTH CENTRE,33600
GUBA HILLS NURSING HOME,1248480
GUCHA COTTAGE MATERNITY &amp; NURSING HOM,1223040
GUCHA MATERNITY AND NURSING HOME,2133600
Gucha Sub County Referral Hospital,523210
GUCHA SUB-COUNTY HOSPITAL,1249200
Guda Nursing Home,127680
Gundua Health Centre,43600
GURAR HEALTH CENTRE,300160
Guru Nanak Hospital,304480
GURU NANAK RAMGARHIA HOSPITAL,253120
GURUFA DISPENSARY,40000
Gynocare Kisii,80640
Gynocare womens &fistula hospital,745520
GYNOCARE WOMENS AND FISTULA HOSPITAL LTD,2208640
HAAB MEDICAL CENTRE,2219520
Habaswein Sub County Hospital,312480
HABASWEIN SUB-COUNTY HOSPITAL,267560
HABIB NURSING HOME,33600
HADADO MATERNITY AND NURSING HOME,248640
HADADO MATERNITY AND NURSING HOME LIMITED,17920
HADADO SUB-COUNTY HOSPITAL,472880
HAGARSU MEDICARE LIMITED,1075200
HALANE HOSPITAL LIMITED,3411520
Halisi Family Hospital,188160
HAMDAAN WELLNESS CENTRE AND MEDICAL SERVI,1453840
HAMISI SUB-COUNTY HOSPITAL,86720
HAMPTONS HOSPITAL LTD,137600
HANNEXE MEDICARE CENTRE,265960
HAPSA MEDICAL CENTER,403200
HAPSA MEDICAL CENTRE,376320
HARAY NURSING HOME,1384320
HARDIMTU DISPENSARY,230000
Hareri Dispensary,235200
HARERI HEALTH CARE SERVICES LTD,472640
HARERI HEALTH CENTRE,100800
HARERI HEALTHCARE SERVICES LTD,860160
HARERTUR NURSING HOME,1332800
Harwale Dispensary,30000
Hashi Medical Centre,1075650
HASHI MEDICAL CENTRE LIMITED - MURANGA,243650
HATUA PLUS MEDICAL CENTER,10000
Havana Hospital,523760
HAVANA HOSPITAL LIMITED,133040
Haven Health Care,3050000
HAVEN HEALTHCARE,650000
Haven Hospital,1660190
HAVEN HOSPITAL BONDO,1249610
HAWI FAMILY HOSPITAL,2465840
"Hawi Medical Centre, Nyatoto",112000
HAWINGA HEALTH CENTRE,108240
HAYAT HOSPITAL,23520
Healcare Hospital,1757280
HEALPARK MEDICAL SOLUTIONS,56000
Health Charge Medical Center,123200
HEALTH CHARGE MEDICAL CENTRE LTD,89600
HEALTH GATE HOSPITAL LTD,213150
Health Pact Medical Centre,16800
Health Wave Hospital,622250
HEALTH WAVE MEDICAL SERVICES LIMITED-HOSPITA,295880
HEALTHGATE HOSPITAL LTD,80000
Healthright Community Medical Centre,251920
HEALTHY LIFESTYLES WEIGHT LOSS CENTRE LIMITED,230000
HEALVIBE MEDICAL CENTRE,1104320
HEGALOW NURSING HOME,2016000
HELMI JONAS HEALTH CENTRE URADI,146640
HEMA HOSPITAL,5865280
HEXAGON MEDICAL LIMITED,273280
HIGHCURE MEDICAL CENTRE LIMITED,723520
Highfield hospital,118560
HIGHGATE HEALTHCARE LIMITED,439040
HILL WOOD HEALTH CARE LIMITED,406480
Hillsview medical centre,195600
HILLVIEW NURSING HOME TAKABA LIMITED,790720
HODHAN MEDICAL CLINIC AND EYE CARE LTD,573440
HODHAN MEDICAL CLINIC AND EYECARE LIMITED,217280
HOLA COUNTY REFERRAL HOSPITAL,994050
Holani Medical Clinic,17920
Holsoms Annex Keumbu,868640
Holsoms Maternity & Nursing Home,739200
HOLSOMS NURSING HOME,436800
Holy family catholic hospital githunguri,8960
HOLY FAMILY HOSPITAL NANGINA,669620
HOLY FAMILY ORIANG HEALTH CENTRE,143040
Holy Family Oriang Health Centre 3A,44800
HOLY ROSARY HEALTH CENTRE NGONYEK,91520
