Provider,Amount
JEMINDAS NURSING HOME LIMITED,"64,960.00"
JESMO HOSPITAL,"257,600.00"
JETTY HEALTHCARE HOSPITAL,"220,000.00"
JIMBA DISPENSARY,"10,000.00"
JOINT PARTNERS NURSING HOME,"441,280.00"
JOKWERIN COMMUNITY NURSING HOME,"40,320.00"
JORDAN HOSPITAL,"2,210,999.90"
JUJA FARM HEALTH CENTRE,"230,000.00"
JUJA ROAD MATERNITY HOSPITAL LIMITED- PANGANI,"276,640.00"
JUJA ROAD MATERNITY HOSPITAL LIMITED- RUIRU,"787,280.00"
JUMUIA FRIENDS HOSPITAL KAIMOSI,"31,417,280.00"
JUMUIA HOSPITAL HURUMA,"87,062,778.00"
KABARNET COTTAGE HOSPITAL LIMITED,"157,920.00"
KABARTONJO SUB-COUNTY HOSPITAL,"376,320.00"
KABIANGA HEALTH CENTRE,"540,000.00"
KACHELIBA SUB-COUNTY HOSPITAL,"40,000.00"
KACHORORONI DISPENSARY,"20,000.00"
KADIJA DISPENSARY,"20,000.00"
KADZINUNI DISPENSARY,"10,000.00"
KAGIO HOSPITAL LIMITED,"6,130,980.00"
KAGONDO EMMANUEL MISSION HOSPITAL,"1,746,600.00"
KAIRURI HEALTH CENTRE,"10,000.00"
KAIRURI HEALTH CENTRE,"10,000.00"
KAJIADO COUNTY REFERRAL HOSPITAL,"7,436,960.00"
KAKAMEGA ORTHOPAEDIC HOSPITAL,"3,052,560.00"
KAKUMA MISSION HOSPITAL,"154,560.00"
KALALU DISPENSARY,"10,000.00"
KALIMONI MISSION HOSPITAL,"694,960.00"
KAMAE FOREST DISPENSARY,"380,000.00"
KAMBU MODEL HEALTH CENTRE,"2,490,000.00"
KAMILA GOK DISPENSARY,"10,000.00"
KAMUTEI HEALTH CENTRE,"50,000.00"
KANGOLETIANG DISPENSARY,"10,000.00"
KANGUNDO SUB-COUNTY HOSPITAL,"67,200.00"
KANNIKA INTERNATIONAL LTD HOSPITAL-TOM MBOYA,"1,013,360.00"
KANUSIN DISPENSARY,"40,000.00"
KAPKANGANI HEALTH CENTRE,"630,000.00"
KAPKATET SUB-COUNTY HOSPITAL,"292,950.00"
KAPSABET COUNTY REFERRAL HOSPITAL,"1,518,650.00"
KAPSABET SURGICAL CARE CENTRE LTD,"3,713,920.00"
KAPTANAI HEALTH CENTRE,"221,760.00"
KAPTEIN DISPENSARY-BOMET,"10,000.00"
KAPTEREN HEALTH CENTRE,"10,000.00"
KAPTUMO SUB-COUNTY HOSPITAL,"20,000.00"
KAPWERIA DISPENSARY,"10,000.00"
KARURUMO MEDICAL CENTRE LTD,"4,480.00"
KASARANI MATERNITY & NURSING HOME,"280,000.00"
KATHULUMBI DISPENSARY,"140,000.00"
KATILO HEALTH CENTRE,"520,000.00"
KATULANI SUBCOUNTY REFERRAL HOSPITAL,"750,000.00"
KAVULUDI'S SURGERY CENTER,"170,240.00"
KEGONGA SUB-COUNTY HOSPITAL,"780,000.00"
KENOL HOSPITAL LTD,"11,904,460.00"
KENYATTA NATIONAL HOSPITAL,"70,182,629.00"
KENYATTA NATIONAL HOSPITAL AMENITY WING,"30,377,690.00"
KENYATTA UNIVERSITY TEACHING REFERRAL AND RESEARCH HOSPITAL,"10,351,727.00"
KENYENYA MEDICAL AND DIAGNOSTIC CENTRE,"6,720.00"
KERICHO COUNTY REFFERAL HOSPITAL,"458,200.00"
KERUGOYA COUNTY REFERRAL HOSPITAL,"7,263,320.00"
KERUGOYA FORTIS MEDICAL AND CANCER CENTRE,"2,269,435.00"
KERUGOYA FORTIS MEDICAL AND CANCER CENTRE TOWN ANNEX,"117,150.00"
KERUGOYA MEDICAL CENTRE,"4,158,962.00"
KHAIRAT MEDICAL CENTRE LIMITED,"476,000.00"
KHALABA HEALTH CENTRE,"538,640.00"
KHALABA MEDICAL SERVICES,"358,400.00"
KHALALA DISPENSARY,"830,000.00"
KHALALA DISPENSARY,"40,000.00"
KHALALIO HEALTH CENTRE,"1,640,000.00"
KHALALIO HEALTH CENTRE,"30,000.00"
KHAOYA DISPENSARY,"260,000.00"
KHAOYA DISPENSARY,"20,000.00"
KHAUNGA DISPENSARY,"20,000.00"
KHAYEGA MEDICAL CLINIC,"17,920.00"
KHUNYANGU SUB COUNTY HOSPITAL,"10,000.00"
KIAMBU COUNTY REFERRAL HOSPITAL_1,"3,329,920.00"
KIDNEY AID DIALYSIS CENTER LIMITED,"319,500.00"
KIDNEY SOLUTIONS CLINIC,"181,050.00"
KIGWA DISPENSARY,"50,000.00"
KIJANAHERI MEDICAL CENTRE,"4,480.00"
KIJANAHERI MEDICAL CENTRE - MARERENI,"297,920.00"
KIKESA DISPENSARY,"60,000.00"
KILIFI COUNTY REFERRAL HOSPITAL,"3,082,590.00"
KILINGILI HEALTH CENTRE,"11,200.00"
KILOME MNH HOSPITAL,"378,700.00"
KIMA MISSION HOSPITAL,"2,450,280.00"
KIMANA ULTRACARE HOSPITAL LIMITED,"3,189,760.00"
KIMATHI MEDICAL SERVICES KARABA,"44,800.00"
KIMILILI SUB-COUNTY HOSPITAL,"127,680.00"
KIMININI COTTAGE MISSION HOSPITAL,"895,440.00"
KINANI FAMILY DENTAL AND MEDICAL CARE,"116,480.00"
KINARA HOSPITAL,"44,800.00"
KING DAVID'S HOSPITAL,"31,950.00"
KINGDOM FAITH BASED HOSPITAL,"11,200.00"
KINONDO KWETU HOSPITAL,"375,200.00"
KIRIAINI MISSION HOSPITAL,"1,567,630.00"
KIRICHA DISPENSARY,"10,000.00"
KIRINYAGA TREATMENT CENTRE,"739,200.00"
KIRITIRI MEDICAL HEALTHCARE LTD,"67,200.00"
KISAYANI DISPENSARY,"50,000.00"
KISEMBE DISPENSARY,"20,000.00"
KISEUNI DISPENSARY-MACHAKOS,"10,000.00"
KISII FAMILY MEDICAL CENTRE LIMITED-ANNEX,"6,720.00"
KISII SPECIALIST HOSPITAL LTD,"238,840.00"
KISII TEACHING AND REFERRAL HOSPITAL,"2,827,740.00"
KISOI MUNYAO MEMORIAL HEALTH CENTRE,"40,000.00"
KITENGELA MEDICAL SERVICES,"9,456,160.00"
KITENGELA MEDICAL SERVICES--KAJIADO,"1,349,000.00"
KITENGELA SUB-COUNTY HOSPITAL,"2,839,200.00"
KITENGELA WEST HOSPITAL,"426,000.00"
KITOBEN DISPENSARY,"10,000.00"
KITUI COUNTY REFERRAL HOSPITAL,"2,582,800.00"
KOBUJOI MEDICAL CENTRE,"4,480.00"
KOBUJOI MISSION HOSPITAL,"26,880.00"
KOIBARAK DISPENSARY,"60,000.00"
KOMAROCK MODERN HEALTHCARE,"44,800.00"
KOMAROCK MODERN HEALTHCARE -CHUKA,"5,123,440.00"
KOMAROCK MODERN HEALTHCARE UTAWALA,"612,700.00"
KOMAROCK MODERN HEALTHCARE- KATHWANA,"116,810.00"
KONCHORE DISPENSARY,"110,000.00"
KOPIATA BEACH DISPENSARY,"10,000.00"
KOROWE HIGHWAY HOSPITAL,"232,960.00"
KORU HOLY FAMILY MISSION HOSPITAL,"737,360.00"
KORY FAMILY HOSPITAL KIMILILI,"2,951,410.00"
KOSHEN MEDICAL CENTRE,"6,720.00"
KPN PEARL HEALTH LIMITED,"429,550.00"
KUTULO HEALTH CENTER,"152,320.00"
KUURA DISPENSARY,"50,000.00"
KWA MURIMI HEALTHCARE CENTRE,"454,240.00"
KWALE SUB-COUNTY REFERRAL HOSPITAL,"96,600.00"
KWOYO HEALTH CENTRE,"17,920.00"
LADNAN HOSPITAL,"18,642,852.00"
LADNAN HOSPITAL WAJIR,"266,250.00"
LAFEY SUBCOUNTY HOSPITAL,"10,000.00"
LAGBO SOUTH MEDICARE LIMITED,"929,600.00"
LAGSURE NURSING HOME LTD,"11,200.00"
LAISAMIS CATHOLIC HOSPITAL,"804,160.00"
LAISAMIS SUB COUNTY HOSPITAL,"196,000.00"
LAKESIDE INTEGRATED MEDICAL SERVICES,"441,280.00"
LAKEVIEW HOSPITAL LIMITED,"10,080.00"
LAKOLE MEDICAL CENTRE,"11,200.00"
LAMHEAL MATERNITY AND NURSING HOME,"10,000.00"
LAMU COUNTY REFERRAL HOSPITAL,"3,063,000.00"
LANASETS MEDICAL CLINIC AND REFERAL LABORATORY LIMITED,"1,102,080.00"
LANGAS RACECOURSE NURSING HOME,"1,380,000.00"
LANGONI HOSPITAL LTD,"43,680.00"
LANS MEDICAL CLINICS,"470,400.00"
LAPKEYET BETALIFE MEDICAL LIMITED,"392,000.00"
LEE LAHM MEDICAL CENTRE,"17,920.00"
LEGACY FAMILY HEALTH OPTION,"1,133,440.00"
LEGACY FAMILY HEALTH OPTION MULOT,"1,375,360.00"
LELMOLOK NURSING HOME,"315,840.00"
LIANAS MEDICAL CENTRE,"30,000.00"
LIBERTY CANCER AND WELLNESS CENTRE,"559,776.00"
LIFE POINT HOSPITAL,"280,000.00"
LIFECARE HOSPITAL LIMITED-KIKUYU,"13,224,570.00"
LIFECARE HOSPITAL LIMITED-MERU,"13,685,249.00"
LIFECARE HOSPITAL-ELDORET LIMITED,"27,327,650.00"
LIGHT HOUSE FOR CHRIST EYE CENTRE,"336,000.00"
LIKONI SUB-COUNTY HOSPITAL,"68,320.00"
LILLY MEDIHEALTH MEDIVA WELLNESS CENTRE,"67,200.00"
LIMURU COTTAGE HOSPITAL KENTMERE ANNEX,"480,000.00"
LIMURU COTTAGE HOSPITAL MATERNITY ANNEX,"2,330,000.00"
LIMURU NURSING HOME,"407,680.00"
LIONS SIGHTFIRST EYES HOSPITAL,"52,365,600.00"
LIPTON CENTRAL HOSPITAL,"100,800.00"
LISA HOSPITAL LIMITED,"1,523,200.00"
LIVING ROOM INTERNATIONAL,"8,990,731.00"
LLOYDS GRANDMED HOSPITAL,"141,120.00"
LODWAR COUNTY REFERRAL HOSPITAL,"10,650.00"
LODWAR TUMAINI MEDICAL SERVICES,"604,200.00"
LONDON MEDICAL & DIALYSIS CENTRE LIMITED,"404,700.00"
LONGISA COUNTY REFERAL HOSPITAL,"202,350.00"
LUKENYA MEDICAL CENTRE,"463,680.00"
LUMINO NURSING AND MATERNITY HOME,"3,287,760.00"
LUMUMBA SUB-COUNTY HOSPITAL,"89,600.00"
LUSHEYA HEALTH CENTRE,"38,080.00"
LWALA COMMUNITY HOSPITAL,"40,000.00"
LWANYANGE DISPENSARY,"10,000.00"
LYANAGINGA HEALTH CENTRE,"850,000.00"
LYDIA MEMORIAL KEY MEDICAL CENTER LIMITED,"779,520.00"
MAASAI COMMUNITY HOPE MEDICAL CENTRE,"544,320.00"
MABERA MATERNITY & NU,"35,840.00"
MACHAKHA DISPENSARY,"20,000.00"
MAENDELEO CLINIC,"10,000.00"
MAGENA VIEWCARE MEDICAL CENTRE,"6,720.00"
MAGENA VIEWCARE MEDICAL CENTRE,"30,000.00"
MAIDA HEALTHCARE LIMITED,"138,450.00"
MAILI TISA DISPENSARY,"111,000.00"
MAIMOON HOSPITAL,"110,880.00"
MAINA VILLAGE DISPENSARY,"30,000.00"
MAJABU MEDICAL CENTER,"10,000.00"
MAKIMENY HEALTH CENTRE,"190,000.00"
MAKINDU MEDICAL CENTRE,"1,828,960.00"
MAKINDU SUB-COUNTY HOSPITAL,"993,900.00"
MAKOMBOANI DISPENSARY,"10,000.00"
MAKUENI COUNTY REFERRAL HOSPITAL,"20,507,658.00"
MAKUTANO DISPENSARY (SOYSAMBU/MITUA),"10,000.00"
MALELA LEVEL 4 HOSPITAL,"10,000.00"
MALIFISA HOSPITAL LIMITED,"24,640.00"
MALINDI SUB-COUNTY HOSPITAL,"375,260.00"
MALKA MEDICAL CENTRE LIMITED,"6,720.00"
MALKAMARI HEALTH CENTRE (MALKAMARI),"20,000.00"
MAMA ANNS ODEDE COMMUNITY HEALTH CENTRE,"8,960.00"
MAMA BIRITA HOSPITAL LIMITED,"2,001,560.00"
MAMA FREDA MEDICAL CENTRE,"170,000.00"
MAMA LUCY KIBAKI HOSPITAL (EMBAKASI),"20,000.00"
MAMA MARGARET UHURU PAEDIATRIC HOSPITAL-KNH ANNEX,"627,200.00"
MAMA PLISTER BLAIR HEALTH CENTRE,"50,000.00"
MAMA RACHEL RUTO MATERNITY HOSPITAL,"5,220,000.00"
MAMA RACHEL RUTO MATERNITY HOSPITAL,"70,000.00"
MANDERA COUNTY REFERRAL HOSPITAL,"612,600.00"
MANDERA COUNTY REFFERAL HOSPITAL,"30,000.00"
MANDERA WELLNESS CENTRE,"190,400.00"
MANDERA WELLNESS CENTRE ANNEX,"369,600.00"
MANYALA SUB COUNTY HOSPITAL,"184,800.00"
MANYATTA COMMUNITY NURSING HOME- NDHIWA,"10,000.00"
MAO AWEYS INTERNATIONAL HOSPITAL LIMITED,"918,400.00"
MARAFA SUB COUNTY HOSPITAL,"10,000.00"
MARAGUA SUB COUNTY HOSPITAL,"416,760.00"
MARANI DISTRICT HOSPITAL,"10,000.00"
MARERENI DISPENSARY,"40,000.00"
MARIA IMMACULATA HOSPITAL LAVINGTON,"40,320.00"
MARIGAT CATHOLIC MISSION HEALTH CENTRE,"1,200,000.00"
MARIGAT CATHOLIC MISSION HEALTH CENTRE,"1,534,400.00"
MARSABIT COUNTY REFERAL HOSPITAL,"463,740.00"
MARUNGU HEALTH CENTRE,"30,000.00"
MARY HELP OF THE SICK MISSION HOSPITAL,"2,316,720.00"
MARY HELPER OF THE SICK HEALTH CENTRE NGARARIGA MISSION,"205,600.00"
MARY IMMACULATE COTTAGE HOSPITAL,"30,000.00"
MARY IMMACULATE DISPENSARY KAGIO,"10,000.00"
MARY IMMACULATE HOSPITAL MWEIGA,"3,984,956.00"
MARY IMMACULATE KERUGOYA HOSPITAL,"1,594,450.00"
MASABA HOSPITAL LIMITED,"10,000.00"
MASABA HOSPITAL LTD MASENO,"2,262,480.00"
MASII HEALTH CENTRE,"10,000.00"
MASINGA HEALTH CENTRE,"360,000.00"
MASINGA MODEL HEALTH CENTRE,"10,000.00"
MASYUNGWA HEALTH CENTRE,"10,000.00"
MATATA NURSING HOME,"30,000.00"
MATAYOS COMMUNITY MEDICAL CENTRE,"643,500.00"
MATAYOS HEALTH CENTRE,"90,000.00"
MATETE LEVEL 4 HOSPITAL,"10,000.00"
MATIBABU FOUNDATION HOSPITAL UKWALA,"6,167,840.00"
MATILIKU DISTRICT HOSPITAL,"10,000.00"
MATIOLI DISPENSARY,"10,000.00"
MATUNDA SUB COUNTY HOSPITAL,"10,000.00"
MATUNDA SUB-COUNTY HOSPITAL,"50,000.00"
MATUNGU SUB-DISTRICT HOSPITAL,"10,000.00"
MATUNGULU MEDICAL HEALTH AND WELNESS CENTRE,"4,480.00"
MAU NAROK HEALTH CENTRE,"70,000.00"
MAUA METHODIST HOSPITAL,"18,454,240.00"
MAVENS HEALTHCARE LIMITED,"15,680.00"
MBAGATHI COUNTY REFERRAL HOSPITAL,"5,941,000.00"
MBARA HEALTH CENTRE,"11,200.00"
MBITA KALANDO HEALTH CENTRE,"62,720.00"
MBITINI REHEMA COMMUNITY HOSPITAL,"55,680.00"
MBUGONI HEALTH CENTER,"830,000.00"
MBUINI DISPENSARY,"30,000.00"
MBUNGONI CATHOLIC DISPENSARY,"60,000.00"
MEDICATIA HOSPITAL LIMITED,"1,173,760.00"
MEDIFORTE HOSPITAL LIMITED,"1,464,550.00"
MEDIHEAL HOSPITAL AND FERTILITY CENTRE LTD ELDORET,"224,000.00"
MEDILIFE HOSPITAL LIMITED,"15,003,559.00"
MEDINA HOSPITAL,"56,000.00"
MEDISTAR HOSPITAL KERICHO LIMITED,"1,612,800.00"
MEDITEST DIAGNOSTIC SERVICES LTD,"65,600.00"
MEDITOX HEALTHCARE SERVICES LIMITED,"40,000.00"
MEDIWELL HEALTHCARE LIMITED,"56,000.00"
MEDLIFE HEALTHCARE LIMITED,"1,953,280.00"
MEDSTOPS HEALTHCARE KENYA,"6,883,520.00"
MEDSTOPS HEALTHCARE KENYA LIMITED-IKONGE,"4,480.00"
MEGALIFE HOSPITAL LIMITED,"15,539,740.00"
MENORAH HOSPITAL (K )LTD-WESTLANDS MEDICAL CENTRE,"117,150.00"
MENORAH MEDICAL INSTITUTE K LIMITED,"63,900.00"
MEPHI HEALTH SERVICES,"3,213,850.00"
MEPHI HEALTH SERVICES LTD-LAMU,"85,120.00"
MEPHIBOSHETH MEDICAL CLINIC,"11,200.00"
MERCY HOSPITAL,"10,000.00"
MERCY MISSION HOSPITAL,"77,280.00"
MERCYLITE HOSPITAL LTD,"568,960.00"
MERU DOCTORS PLAZA LIMITED,"13,810,210.00"
MERU TEACHING AND REFERRAL HOSPITAL,"21,564,260.00"
METROPOLITAN HOSPITAL,"29,857,060.00"
MEWA HOSPITAL MOMBASA,"3,370,530.00"
MIDLAND HEALTH CENTRE,"30,000.00"
MIGORI COUNTY REFERRAL HOSPITAL,"11,930,860.00"
MIHANGO COMMUNITY HEALTH CENTRE,"220,000.00"
MIKINDANI HOSPITAL,"2,231,920.00"
MIKULINZI NURSING HOME,"818,720.00"
MILLENIUM MEDICAL CENTRE ETAGO,"67,200.00"
MILLENNIUM MEDICAL CENTRE ETAGO,"2,054,080.00"
MINDHINE DISPENSARY,"40,000.00"
MINTO FAMILY HEALTHCARE SERVICES,"1,962,240.00"
MIRAJ MEDICAL CENTRE,"47,040.00"
MISIWI MEMORIAL HOSPITAL,"5,765,760.00"
MISSION CARE HOSPITAL LIMITED,"269,360.00"
MISSION CARE NURSING HOME,"3,637,760.00"
MISSION OF MERCY HOSPITAL,"29,120.00"
MITUNGUU HOSPITAL,"61,600.00"
MITUNTU HEALTH CENTRE,"10,000.00"
MKUNGA MATERNITY AND NURSING HOME,"152,320.00"
MOCHENWA ROYAL -SUMMIT HEALTHCARE,"1,856,960.00"
MODERN ABERDARE VIEW HOSPITAL LIMITED,"2,938,680.00"
MOGUMO MEDICAL CENTRE-NYAMIRA,"11,343,360.00"
MOI TEACHING AND REFERRAL HOSPITAL,"67,160,353.00"
MOI VOI COUNTY REFERRAL HOSPITAL,"3,728,720.00"
MOIS BRIDGE HEALTH CENTRE,"600,000.00"
MOKOWE HEALTH CENTRE,"330,000.00"
MOKOWE MEDICAL CENTRE,"1,164,800.00"
MOKOWE MEDICAL CENTRE-FAZA,"150,080.00"
MOLO SUB-COUNTY HOSPITAL,"5,629,120.00"
MOMBASA BREEZE HOSPITAL(MBH) LIMITED,"2,128,000.00"
MOMBASA CANCER CENTRE,"12,730.00"
MOMBASA CATHOLIC CBHC SERVICES,"180,000.00"
MOMBASA EYE HOSPITAL LTD,"3,001,280.00"
MOMBWO DISPENSARY,"10,000.00"
MOMONIAT HEALTH CENTRE,"620,000.00"
MOSHI MEDICAL CENTRE,"3,021,760.00"
MOSORIOT SUB-COUNTY HOSPITAL,"2,122,800.00"
MOTHER & CHILD HOSPITAL,"50,000.00"
MOTHER AMADEA MISSION HOSPITAL,"7,295,520.00"
MOTHER AND CHILD HOSPITAL,"825,770.00"
MOTHER ANGELA HURUMA HOSPITAL,"4,775,680.00"
MOTHER FLORA MEDICAL CENTRE - BUEMBU,"1,680,000.00"
MOTHER FRANCISCA MISSION MATERNITY AND HEALTH CENTRE,"7,481,920.00"
MOTHER KEVIN CATHOLIC HOSPITAL,"8,691,679.00"
MOTHER SOLBRIT HEALTH CENTRE,"4,786,880.00"
MOTONGORI MEDICAL CENTRE,"132,160.00"
MOUNT OLIVE SINAI HOSPITAL LTD,"11,200.00"
MOUNT OLIVES MEDICAL CENTRE,"29,120.00"
MOUNTAIN VIEW MEDICAL CENTRE-CHAKA LIMITED,"49,280.00"
MOYALE SUB-COUNTY HOSPITAL,"447,040.00"
MP SHAH HOSPITAL,"4,678,812.00"
MPEKETONI SUB COUNTY HOSPITAL,"30,000.00"
MPELI MEDICAL CENTRE,"940,800.00"
MRIMA HEALTH CENTRE,"456,480.00"
MSAMBWENI COUNTY REFERRAL HOSPITAL,"272,130.00"
MT. KENYA ACK HOSPITAL,"3,270,200.00"
MT. KENYA KANGEMA HOSPITAL LIMITED,"224,000.00"
MTOMONDONI COMMUNITY HEALTH CARE SERVICES,"53,760.00"
MTWAPA MEDICAL CLINIC AND NURSING HOME,"163,520.00"
MUHOTETU MEDICAL CENTRE,"44,800.00"
MUHURU SUB-COUNTY HOPSITAL,"50,400.00"
MUKURU HEALTH CENTRE,"120,000.00"
MUKURWE-INI SUB-COUNTY HOSPITAL,"291,200.00"
MULATYA MEMORIAL HOSPITAL,"1,604,960.00"
MULEMI NURSING HOME,"2,326,240.00"
MUMBUNI MATERNITY AND NURSING HOME,"694,300.00"
MUMIAS JAMIA HEALTH CENTER,"320,000.00"
MUMONI NURSING HOME,"56,720.00"
MUNDIKA MATERNITY AND NURSING HOME,"181,440.00"
MUNGOMA HOSPITAL,"2,917,040.00"
MUQADIS MEDICARE LIMITED,"215,040.00"
MURANGA COUNTY REFERRAL HOSPITAL,"10,650.00"
MUSOLI MEDICAL CENTRE LTD,"2,452,800.00"
MUSTAQIIM NURSING HOME LIMITED,"33,600.00"
MUTAFAQ NURSING HOME,"11,200.00"
MUTHARA SUB-COUNTY HOSPITAL,"140,000.00"
MWAKUHENGA DISPENSARY,"10,000.00"
MWANIA CHANDARIA DISPENSARY,"10,000.00"
MWEA COUNTY MEDICAL CENTRE,"246,400.00"
MWEA MEDICAL CENTRE,"2,281,440.00"
MWELLA HEALTHCARE CENTER,"58,240.00"
MWIHILA MISSION COG HOSPITAL,"1,768,400.00"
MWIKI MODERN MATERNITY,"53,760.00"
MWINGI DOCTOR'S PLAZA LIMITED,"458,220.00"
MWINGI FAMILY NURSING HOME,"400,960.00"
MWINGI HOSPITAL (KITUI),"30,000.00"
MWINGI MEDICARE CENTRE-LTD,"1,212,560.00"
MWINGI SPECIALIST HOSPITAL,"2,823,440.00"
MZEDU DAWIDA MEDICAL SERVICES,"38,080.00"
NADUAT DISPENSARY,"530,000.00"
NAIDU HOSPITAL LTD,"749,280.00"
NAIN RENAL AND SPECIALITY CENTER LIMITED,"138,450.00"
NAIRAGIE ENKARE HEALTH CENTRE,"850,000.00"
NAIROBI EAST HOSPITAL LTD,"11,835,680.00"
NAIROBI HOMES NURSING HOME LTD,"709,520.00"
NAIROBI KIDNEY CENTRE,"21,300.00"
NAIROBI MENTAL HEALTH SERVICES,"1,216,320.00"
NAIROBI RADIOTHERAPY AND CANCER CENTRE - KINDARUMA,"987,980.00"
NAIROBI WEST HOSPITAL,"23,491,927.00"
NAITIRI JAMBO MEDICAL CLINIC,"4,318,000.00"
NAIVASHA HIGHWAY NURSING HOME,"116,480.00"
NAIVASHA SUB-COUNTY HOSPITAL,"1,704,740.00"
NAKURU HEART CENTRE,"170,830.00"
NALA MATERNITY & NURSING HOME,"1,193,920.00"
NALONDO MODEL HOSPITAL,"770,000.00"
NAMO HOSPITAL LIMITED,"3,931,200.00"
NAMUNYAK MEDICAL CENTRE,"1,628,480.00"
NANDI HILLS SUB-COUNTY HOSPITAL,"385,000.00"
NANHA WISH MEDICAL CARE LIMITED,"913,920.00"
NANYUKI COTTAGE HOSPITAL,"22,400.00"
NAROK COTTAGE HOSPITAL,"937,490.00"
NAROK COUNTY REFERRAL HOSPITAL,"759,000.00"
NAROMORU LEVEL 4 HOSPITAL,"66,960.00"
NASAH MEDICAL CENTER LTD,"20,160.00"
NASAKA DISPENSARY,"390,000.00"
NASSI HOSPITALS,"1,997,040.00"
NATIONAL SPINAL INJURY REFERRAL HOSPITAL,"728,000.00"
NAZARETH HOSPITAL,"21,693,590.00"
NAZARETH RUIRU HOSPITAL,"637,840.00"
NDANAI SUB-COUNTY HOSPITAL,"144,000.00"
NDIA MEDICAL CENTRE,"1,344,000.00"
NDONYO HEALTHCARE-KWA MUHIA,"1,040,480.00"
NEBO HEALTHCARE LIMITED,"17,920.00"
NEDA COMMUNITY MEDICAL CENTRE,"34,479.00"
NEEMA HOSPITAL,"890,160.00"
NEEMA HOSPITAL LTD ANNEX,"277,760.00"
NEEMA UNIVERSAL HEALTH CARE LIMITED-EMBU TOWN,"18,772,960.00"
NEOGLOBAL MEDICARE LIMITED-NURSING HOME,"574,480.00"
NEON RAPHA HEALTHCARE CLINIC,"147,840.00"
NEPHRO MED LIMITED,"206,830.00"
NEPHROCARE CLINIC LIMITED,"479,250.00"
NEPHROMED LIMITED - MOMBASA,"63,900.00"
NEVLIGHT HOSPITAL LIMITED,"49,280.00"
NEW BUSIA MATERNITY & NURSING HOME,"4,850,700.00"
NEW DEGREE MEDICAL CENTRE,"174,720.00"
NEW ELGON VIEW MEDICAL COTTAGE,"4,386,730.00"
NEW KILIFI WANANCHI MATERNITY & NURSING HOME,"374,080.00"
NEWLIFE COTTAGE HOSPITAL LIMITED,"235,200.00"
NG'IYA HEALTH CENTRE,"11,200.00"
NG\'UONO MEDICAL CENTRE,"11,200.00"
NG'IYA COMMUNITY HOSPITAL LIMITED,"286,720.00"
NG'IYA HEALTH CENTRE,"822,080.00"
NGAKAA DISPENSARY,"30,000.00"
NGAKAA DISPENSARY,"10,000.00"
NGARA COMPREHENSIVE HEALTH SERVICES LIMITED,"1,002,400.00"
NGEWA HEALTH CENTRE,"90,000.00"
NGOBIT DISPENSARY,"10,000.00"
NGONG RAPHA HOSPITAL,"229,040.00"
NGORONGO HEALTH CENTRE,"30,000.00"
NIROCK HEALTH CARE,"16,720.00"
NJORO HUDUMA MEDICAL CLINIC NAKURU,"1,727,040.00"
NORTH KINANGOP CATHOLIC HOSPITAL,"43,207,870.00"
NORTHERN SPECIALISTS HOSPITAL LIMITED,"3,037,360.00"
NORTHLIGHT HOSPITAL LIMITED,"3,169,600.00"
NOVAS SPECIALIST HOSPITAL-LODWAR(CANCER & INFECTIOUS DESEASE),"1,551,200.00"
NOVIC MEDICAL CENTRE,"20,000.00"
NTIMARU SUB COUNTY HOSPITAL,"10,000.00"
NUCLEAR MEDICAL AND DIAGNOSTIC CLINIC,"1,180,480.00"
NYABIKONGORI MEDICAL CENTRE,"602,560.00"
NYABONDO HOSPITAL,"6,097,240.00"
NYAHERA SUB-COUNTY HOSPITAL,"1,160,400.00"
NYAHURURU COUNTY REFERRAL HOSPITAL,"25,007,020.00"
NYAHURURU DISTRICT HOSPITAL,"150,240.00"
NYAKACH COUNTY HOSPITAL,"20,000.00"
NYAKACH SUB-COUNTY HOSPITAL,"22,400.00"
NYALENDA HEALTH CENTRE,"10,000.00"
NYALI BRIDGE MOMBASA HOSPITAL LTD,"330,150.00"
NYALUNYA HEALTH CENTRE,"10,000.00"
NYAMACHE DISTRICT HOSPITAL,"70,000.00"
NYAMACHE SUB-COUNTY HOSPITAL,"863,520.00"
NYAMAGUNDO SUB-COUNTY HOSPITAL,"3,360.00"
NYAMASE MEDICAL CLINIC,"1,856,960.00"
NYAMASI DISPENSARY,"10,000.00"
NYAMBENE CLINICAL SERVICES AND NURSING HOME,"1,031,520.00"
NYAMBENE SUB-COUNTY HOSPITAL,"18,954,030.00"
NYAMIRA COUNTY REFERAL HOSPITAL,"653,650.00"
NYANDIWA DISPENSARY,"19,998,720.00"
NYANDOCHE IBERE DISPENSARY,"10,000.00"
NYANDUSI,"10,080.00"
NYANGENA HOSPITAL LTD,"12,080,780.00"
NYANGU DISPENSARY,"10,000.00"
NYANSANGIO DISPENSARY,"160,000.00"
NYATIEKO -GESUSU HEALTH SERVICES,"1,971,200.00"
NYAWANGO DISPENSARY,"10,000.00"
NYERI COUNTY REFERRAL HOSPITAL,"1,179,700.00"
NZIU HEALTH CENTRE,"250,000.00"
NZIU HEALTH CENTRE,"30,000.00"
OAK TREE CENTRE FOR KIDNEY & CHRONIC DISEASES LTD,"915,900.00"
OASIS DOCTORS PLAZA HOMABAY,"1,066,200.00"
OASIS DOCTORS PLAZA MIGORI,"1,368,640.00"
