Provider,Amount
405 NDIRU LEVEL 4 HOSPITAL,"3,282,080.00"
406 HORIZON MATERNITY &amp; NURSING HOME,"3,260,240.00"
407 JESSE KAY CHILDRENS HOSPITAL,"3,250,160.00"
408 KAPENGURIA COUNTY REFERRAL HOSPITAL,"3,249,870.00"
409 NORTHLIGHT HOSPITAL LIMITED,"3,241,920.00"
410 NAJRAN MEDICAL CENTRE LIMITED,"3,236,800.00"
411 JANEIRO NURSING HOME LIMITED,"3,226,440.00"
412 WELLWAY MEDICAL CENTRE,"3,176,320.00"
413 THE VETERAN MISSION HOSPITALS LIMITED,"3,171,860.00"
414 HEGALOW NURSING HOME,"3,171,840.00"
415 NEWHOPE NURSING HOME,"3,170,480.00"
416 BRISTOL PARK HOSPITAL MACHAKOS,"3,166,799.00"
417 JORDAN HOSPITAL,"3,161,770.00"
418 BONDO SUB-COUNTY REFERRAL HOSPITAL,"3,157,640.00"
419 NEPTUNE HEALTHCARE LTD,"3,154,960.00"
420 SENA LEVEL 4 HOSPITAL,"3,143,880.00"
421 CEDAR HOSPITAL,"3,133,890.00"
422 MEGALIFE HOSPITAL LIMITED,"3,116,510.00"
423 SKOVIC HEALTH CARE SERVICES,"3,112,740.00"
424 TRUE HEALTH MEDICAL CENTRE LIMITED,"3,102,400.00"
425 EKERENYO SUB-COUNTY HOSPITAL,"3,100,720.00"
426 KITENGELA MEDICAL SERVICES--KAJIADO,"3,100,480.00"
427 THE AMNI HOSPITAL,"3,097,920.00"
428 ST PAUL MISSION HOSPITAL,"3,096,427.20"
429 LAGSURE NURSING HOME,"3,078,480.00"
430 ZAMZAM NURSING HOME RHAMU LIMITED,"3,066,560.00"
431 WAJIR FOKAS NURSING HOME,"3,065,930.00"
432 SANITAS FAMILY HOSPITAL,"3,051,600.00"
"433 EXCEL HEALTH SERVICES, GARISSA","3,034,000.00"
434 MEDSTOPS HEALTHCARE KENYA,"3,000,960.00"
435 IBNULMAJAH NURSING HOME LIMITED,"2,988,160.00"
436 BUKAAN DEEQ NURSING HOME LIMITED,"2,969,960.00"
437 CONSOLATA MATHARI TOWN ANNEX,"2,967,870.00"
438 RAVINE GLORY HOSPITAL LIMITED-MOGOTIO TOWN,"2,967,640.00"
439 THE NAIROBI SOUTH HOSPITAL LTD,"2,962,190.00"
440 MOTHER AMADEA MISSION HOSPITAL,"2,950,640.00"
441 MAO AWEYS INTERNATIONAL HOSPITAL LIMITED,"2,945,200.00"
442 GERMAN MEDICAL CENTER LTD,"2,943,900.00"
443 THE RIVER JORDAN MEDICAL CENTRE LTD,"2,940,720.00"
444 LUTON MEDICAL HOSPITAL LIMITED,"2,937,170.00"
445 THE DAWAMEDS HOSPITAL LIMITED,"2,936,918.00"
446 ST. MONICA HOSPITAL,"2,897,840.00"
447 AMOORE SPECIAL CLINICS LTD,"2,896,320.00"
448 NAROK COUNTY REFERRAL HOSPITAL,"2,893,069.00"
449 BLOOM HOSPITAL NAKURU LIMITED,"2,879,470.00"
450 QARSADAMU MEDICAL CENTRE LIMITED,"2,870,480.00"
451 SALA NURSING HOME LIMITED,"2,849,280.00"
452 CITY GATE DOCTORS PLAZA LTD,"2,839,460.00"
453 BOGSO NURSING HOME RHAMU LIMITED,"2,835,840.00"
454 CANCER CARE KENYA LIMITED,"2,825,700.00"
455 IMARAAT NURSING HOME,"2,802,240.00"
456 KIMA MISSION HOSPITAL,"2,785,840.00"
457 ULTRA KATHIANI HOSPITAL LIMITED-MITABONI,"2,784,000.00"
458 NYAKACH SUB-COUNTY HOSPITAL,"2,777,220.00"
459 NGARA COMPREHENSIVE HEALTH SERVICES LIMITED,"2,776,116.00"
460 DITA NURSING HOME LIMITED,"2,770,720.00"
461 LADOPHARMA MEDICAL CENTRE-MASARA LTD,"2,759,680.00"
462 OGONGO SUB-COUNTY HOSPITAL,"2,758,560.00"
463 TANA WELLNESS CENTRE LIMITED,"2,755,200.00"
464 AL -BUSHRA MEDICAL CENTRE,"2,755,020.00"
465 RIYADH MEDICAL CENTRE LTD,"2,728,320.00"
466 DUNTOW NURSING HOME LIMITED,"2,726,080.00"
467 AAR HOSPITAL LIMITED MUTHAIGA,"2,721,413.00"
468 JETTY HEALTHCARE HOSPITAL,"2,715,380.00"
469 SAFO NURSING HOME LIMITED,"2,709,920.00"
470 SIHA MEDICAL HOME LIMITED MPEKETONI,"2,697,520.00"
471 PLAINSVIEW NURSING HOME LTD,"2,685,920.00"
472 SAYYIDA FATIMAH HOSPITAL,"2,685,140.00"
473 GODHEY NURSING HOME LIMITED,"2,684,320.00"
474 KHALABA MEDICAL SERVICES,"2,680,880.00"
475 TAVETA SUB-COUNTY HOSPITAL,"2,677,430.00"
476 THE BILAL HOSPITAL LIMITED,"2,676,800.00"
477 SINAI HOSPITAL RONGAI LTD,"2,671,210.00"
478 ZION MEDICAL CENTRE - BUNGOMA LIMITED,"2,663,960.00"
479 LADOPHARMA NURSING HOME-RONGO LIMITED,"2,656,640.00"
480 FAIRMONT HOSPITAL,"2,646,000.00"
481 BERMEIL NURSING HOME LIMITED,"2,638,080.00"
482 AL-FOWZ NURSING HOME,"2,637,600.00"
483 HADADO CARE NURSING HOME,"2,633,440.00"
484 AFYA MEDICAL CLINIC AND NURSING HOME LIMITED,"2,623,040.00"
485 TUDOR HEALTH CARE LTD,"2,622,480.00"
486 AL-BAITUL TIIBA HOSPITAL LIMITED,"2,617,920.00"
487 SAMAFAL MEDICAL CENTRE LIMITED,"2,614,080.00"
488 SOMAAL NURSING HOME LIMITED,"2,598,400.00"
489 AL-HAMDU HEALTHCARE LTD,"2,568,310.00"
490 LOPEZ MEDICARE CENTER,"2,564,800.00"
491 ST. AKIDIVA MEMORIAL HOSPITAL,"2,557,760.00"
492 BONYUNYU PRIME HEALTH CARE MATERNITY AND NURSING HOME,"2,555,840.00"
493 ST. DAMIANO MISSION HOSPITAL,"2,555,280.00"
494 MOTHER AND CHILD HOSPITAL,"2,553,960.00"
495 CENTRAL MEMORIAL HOSPITAL LTD,"2,547,290.00"
496 NYABONDO HOSPITAL,"2,508,180.00"
497 RELIANCE HOSPITAL LIMITED,"2,497,345.00"
498 DIVINE SPARKLE MEDICAL CENTRE,"2,484,160.00"
499 ESTEEMED KUTUS MODERN HOSPITAL,"2,461,740.00"
500 NATIONAL SPINAL INJURY REFERRAL HOSPITAL,"2,460,480.00"
501 NIROCK HEALTH CARE,"2,456,560.00"
502 PRINCE RICHARD HEALTHCARE LTD,"2,432,140.00"
503 BUSLE NURSING HOME LTD,"2,425,156.00"
504 KHALALIO NURSING HOME LIMITED,"2,419,200.00"
505 ORTHOPEX MEDICAL CLINIC KISUMU,"2,419,200.00"
506 ABUU AMIRA NURSING HOME,"2,407,680.00"
507 GREENVIEW NURSING HOME,"2,401,260.00"
508 ABULO MEDICAL CENTER,"2,388,720.00"
509 KIDNEY SOLUTIONS CLINIC,"2,385,600.00"
510 TOGWEYNE NURSING HOME,"2,369,680.00"
511 LEBEN MEDICAL SERVICE,"2,357,520.00"
512 SIGMA MEDICAL CENTRE KIANYAGA,"2,352,000.00"
513 BUTE NURSING HOME,"2,336,960.00"
514 WELLCARE ORTHOPAEDIC &amp; TRAUMA CENTRE,"2,329,600.00"
515 HEMA HOSPITAL,"2,328,880.00"
516 NYABONDO CENTRE FOR THE DISABLED,"2,318,400.00"
517 BRAIN SPINE AND REHABILITATION HOSPITAL LTD,"2,316,160.00"
518 KIJAURI SUB COUNTY HOSPITAL,"2,311,440.00"
519 ARCHPRIME MEDICAL CLINIC OYUGIS,"2,307,200.00"
520 ANTALIYA HOSPITAL LIMITED,"2,296,720.00"
521 THE MANDERA HOSPITAL LIMITED,"2,295,760.00"
522 KIMBIMBI SUB-COUNTY HOSPITAL,"2,293,840.00"
523 LAMU COUNTY REFERRAL HOSPITAL,"2,289,300.00"
524 ELWAK COTTAGE NURSING HOME,"2,285,920.00"
525 CLEARVIEW SPECIALIST MEDICARE,"2,266,880.00"
526 UNIVERSAL FAMILY HEALTH SERVICES.,"2,262,080.00"
527 OASIS MATERNITY AND NURSING HOME,"2,261,600.00"
528 LAGKARO PREMIER MEDICAL CENTRE,"2,260,160.00"
529 MYER KIDNEY &amp; HEALTH SPECIALITIES HOSPITAL,"2,254,550.00"
530 SALAMAH WELLNESS CENTRE LIMITED,"2,247,840.00"
531 LIFEBRIDGE COTTAGE HOSPITAL LIMITED,"2,247,840.00"
532 MULEMI NURSING HOME,"2,242,560.00"
533 HURUMA MATERNITY &amp; NURSING HOME,"2,241,280.00"
534 THE LIFE GATTE HEALTHCARE CLINICS,"2,240,000.00"
535 OASIS DOCTORS PLAZA HOMABAY,"2,236,800.00"
536 BESTCARE HOSPITAL LIMITED,"2,235,920.00"
537 CYNERT HOSPITAL AND REHABILITATION CENTRE LTD,"2,230,880.00"
538 MITUNGUU HOSPITAL,"2,223,550.00"
539 LABIBA NURSING HOME,"2,222,080.00"
540 AL CADAALA HOSPITAL LIMITED,"2,222,080.00"
541 TULA NURSING HOME,"2,217,600.00"
542 ST LUCIA MEDICAL CENTRE BUOYE,"2,213,280.00"
543 PRIMA MEDICAL CENTRE,"2,209,680.00"
544 MISSION CARE HOSPITAL LIMITED,"2,207,240.00"
545 ICFEM DREAMLAND MISSION HOSPITAL,"2,198,580.00"
546 KINGS NURSING &amp; MATERNITY HOSPITAL LIMITED,"2,195,200.00"
547 KENSYLUS MEDICAL CENTER,"2,187,120.00"
548 PRIMACARE COMMUNITY CENTRE,"2,177,840.00"
549 BARWAKO MEDICAL CENTER LIMITED,"2,177,280.00"
550 MISSION CARE NURSING HOME,"2,165,680.00"
551 SHAAFICI NURSING HOME LIMITED,"2,163,520.00"
552 ADVANCED CANCER CENTRE LIMITED,"2,159,612.00"
553 ELQALU NURSING HOME LTD,"2,154,880.00"
554 LIFENEST COMMUNITY MEDICAL CENTRE,"2,134,560.00"
555 DOSAGE MEDICAL CENTRE,"2,132,820.00"
556 LAMAN LIFE CARE LIMITED,"2,132,480.00"
557 URILE CITY MEDICAL CENTER LIMITED,"2,123,520.00"
558 HOPE MATTERS INTERNATIONAL-VILLAGE OF HOPE HOSPITAL,"2,109,000.00"
559 SAGAM COMMUNITY HOSPITAL,"2,108,864.00"
560 TARBAJ SUB-COUNTY HOSPITAL,"2,100,000.00"
561 TURBO SUB-COUNTY HOSPITAL,"2,090,880.00"
562 RTC MEDICAL CENTRE,"2,087,800.00"
563 NDONYO HEALTHCARE-KWA MUHIA,"2,083,610.00"
564 NOVIC MEDICAL CENTRE,"2,070,640.00"
565 GRANTON &amp; DOLLY NURSING HOME LIMITED,"2,069,760.00"
566 CHWELE FOUNTAIN HOSPITAL LTD,"2,067,520.00"
567 UMI MEDICAL CENTRE LIMITED,"2,065,280.00"
568 IKEREGE MEDICAL CENTRE,"2,057,360.00"
569 SECOND TO NONE HOSPITAL LIMITED,"2,054,080.00"
570 RUWEIDA NURSING HOME LIMITED,"2,051,840.00"
571 MELODIUS MEDICAL CENTRE NYAMAIYA,"2,049,600.00"
572 GALILEE HOSPITAL KITALE LIMITED,"2,043,278.00"
573 JUMKINO MEDICAL CENTER,"2,040,640.00"
574 DODAY HOSPITAL LIMITED,"2,037,280.00"
575 LAKEVIEW HOSPITAL LIMITED,"2,032,720.00"
576 BUJUKHALIFA HEALTH CARE LIMITED,"2,029,440.00"
577 DLISS FAMILY HOSPITAL,"2,026,240.00"
578 NAMANGA NURSING HOME LTD,"2,020,000.00"
579 SIRIBA NURSING HOME LIMITED,"2,019,040.00"
580 SIGOWET SUB-COUNTY HOSPITAL,"2,012,640.00"
581 WALALAHA NURSING HOME LIMITED,"2,001,360.00"
582 AHMADIYYA MUSLIM HOSPITAL,"1,994,480.00"
583 GARSEDABA HOSPITAL LIMITED,"1,989,120.00"
584 FOUNTAIN HEALTHCARE LTD BUNGOMA,"1,982,640.00"
585 RANDBURG COMMUNITY HOSPITAL,"1,982,400.00"
586 HAASI MEDICAL CENTRE LIMITED,"1,968,960.00"
587 FLAMINGO MEDICAL CENTRE,"1,967,760.00"
588 LAMHEAL MATERNITY AND NURSING HOME,"1,939,680.00"
589 CHERANGANY NURSING HOME - TOWN CLINIC,"1,937,870.00"
590 RHAMU DIMTU MEDICAL CENTRE,"1,937,600.00"
591 MATANGWE COMMUNITY HEALTH &amp; DEV PROGRAMME BONDO,"1,935,278.00"
592 MOMBASA EYE HOSPITAL LTD,"1,932,000.00"
593 ST. AKIDIVA MINDIRA HOSPITAL MABERA,"1,930,720.00"
594 SATRA NURSING HOME LIMITED,"1,926,400.00"
595 BURDER NURSING HOME LIMITED,"1,919,680.00"
596 ELWAK NURSING HOME LIMITED,"1,918,560.00"
597 EMBU CHILDREN HOSPITAL,"1,916,586.00"
598 ASSUMPTION OF MARY ITHANGA CATHOLIC HOSPITAL,"1,915,080.00"
599 AL NAIM MEDICAL CLINIC AND LAB SERVICES,"1,910,720.00"
600 PORT FLORENCE COMMUNITY HOSPITAL KISUMU,"1,908,280.00"
601 NG'UONO MEDICAL CENTRE,"1,904,000.00"
602 KATHIANI SUB-COUNTY HOSPITAL,"1,903,840.00"
603 BUSHRAA MEDICAL CENTRE,"1,900,040.00"
604 BOREHOLE ELEVEN NURSING HOME LIMITED,"1,897,280.00"
605 F.S.J. NYAMIRANGA DIVINE MERCY HEALTH CENTRE,"1,895,920.00"
606 GETARE HEALTH CENTRE,"1,894,240.00"
607 BARIKA MEDICAL CENTRE LIMITED,"1,892,800.00"
608 AL-AMANNAH HOSPITAL,"1,890,519.00"
609 RODICANAAN MEDICAL CENTRE,"1,888,320.00"
610 MWIHILA MISSION COG HOSPITAL,"1,886,720.00"
611 MAMA RACHEL RUTO MATERNITY HOSPITAL,"1,886,400.00"
612 NEP REHABILITATION CENTRE LLP,"1,884,960.00"
613 STAR HOSPITAL KISUMU ANNEX,"1,882,740.00"
614 MALAVA SUB COUNTY HOSPITAL,"1,882,160.00"
615 MOGUMO MEDICAL CENTRE-NYAMIRA,"1,875,920.00"
616 ABALA HEALTHCARE LIMITED,"1,874,880.00"
617 MWEA COUNTY MEDICAL CENTRE,"1,856,960.00"
618 TOWNS GATE MEDICAL CENTRE,"1,848,000.00"
619 SHALOM HOSPITAL,"1,840,260.00"
620 RELIABLE HEALTHCARE SERVICES LIMITED,"1,837,440.00"
621 NAIROBI HOMES NURSING HOME LTD,"1,831,200.00"
622 SHAFIN MEDICARE LIMITED,"1,831,200.00"
623 COMMUNAL ORIENTED SERVICES,"1,826,640.00"
624 KEYLIFE MEDICAL CENTER,"1,816,640.00"
625 S.T JOSEPHS NYANSIONGO HEALTH CENTRE,"1,811,760.00"
626 THE SANURA MEDICAL CENTRE,"1,809,920.00"
627 NELEPEK MEDICAL CARE CENTRE,"1,809,920.00"
628 RAMAAZI NURSING HOME LIMITED,"1,809,840.00"
629 J.M KARIUKI MEMORIAL COUNTY REFERRAL HOSPITAL,"1,808,000.00"
630 NYANGIELA LEVEL 4 HOSPITAL,"1,804,240.00"
631 KARARUWE NURSING HOME LIMITED,"1,796,480.00"
632 ST. JOHN OF GOD CATHOLIC HOSPITAL TIGANIA,"1,793,200.00"
633 KAMSIHAWA MEDICAL CENTRE,"1,784,080.00"
634 TIMES COTTAGE HOSPITAL LIMITED,"1,782,060.00"
635 MUAD MEDICAL CENTRE,"1,762,880.00"
636 BUSBUS MEDICAL CENTRE LTD,"1,762,880.00"
637 FREVANE HOSPITAL,"1,762,400.00"
638 AFRICA INUKA HOSPITAL LTD-MADEYA,"1,759,920.00"
639 SOGLE NURSING HOME,"1,752,800.00"
640 AMANSAN HOSPITAL LIMITED,"1,751,680.00"
641 JOSHIMO MEDICAL CENTRE,"1,749,440.00"
642 MASALANI DIAGNOSTIC LIMITED,"1,740,480.00"
643 KALIMONI MISSION HOSPITAL,"1,732,720.00"
644 ST. MARY'S MISSION HOSPITAL RIFTVALLEY BRANCH,"1,730,680.00"
645 BRIAN JAKE MEMORIAL HOSPITAL LIMITED,"1,720,000.00"
646 MOLO SUB-COUNTY HOSPITAL,"1,708,720.00"
647 JOYRIDE MEDICAL CENTRE,"1,707,040.00"
648 BLOOM SURGICAL CENTRE LIMITED - KISUMU,"1,704,660.00"
649 CONNECTION HEALTH SERVICES LIMITED,"1,702,120.00"
650 SHAMAAL HOSPITAL-TAKABA LIMITED,"1,699,040.00"
651 WALDIRI MEDICAL CENTRE LIMITED,"1,696,720.00"
652 TULATULA NURSING HOME LIMITED,"1,692,720.00"
653 MAGWALAND HEALTHCARE,"1,690,000.00"
654 EVERHEALS MEDICAL CENTRE,"1,686,720.00"
655 STRETCH OUT VICTORY HEALTH CENTRE,"1,685,280.00"
656 JOY MORANGI MEDICAL CENTRE,"1,677,760.00"
657 BODE CITY NURSING HOME LIMITED,"1,675,520.00"
658 KAGUMO VISION MEDICAL CENTRE ANNEX,"1,672,640.00"
659 DOLABS MEDICAL CENTRE LIMITED,"1,671,040.00"
660 OUR LADY HELP OF THE SICK BARKORWA CATHOLIC MISSION HEALTH CEN,"1,666,560.00"
661 MURIRANJAS SUB-COUNTY HOSPITAL,"1,665,260.00"
662 MAGAN NURSING HOME LIMITED,"1,664,320.00"
663 JERIAN HEALTH CARE,"1,659,680.00"
664 MIRIU LEVEL 4 HOSPITAL,"1,658,080.00"
665 GRASSROOT COMMUNITY HEALTHCARE LIMITED,"1,650,740.00"
666 GOT-ADE NURSING HOME LIMITED,"1,648,640.00"
667 MUSTAQIIM NURSING HOME LIMITED,"1,648,640.00"
668 MAGENA DISPENSARY,"1,648,160.00"
669 MISIWI MEMORIAL HOSPITAL,"1,644,160.00"
670 FIRST CHOICE HOSPITAL LTD,"1,644,000.00"
671 LYANAGINGA HEALTH CENTRE,"1,641,600.00"
672 SUMMIT ORTHOPEDICS AND SURGICAL HOSPITAL LIMITED,"1,640,800.00"
673 KARURI LEVEL 4 HOSPITAL,"1,640,000.00"
674 MOGUMO MEDICAL CENTRE,"1,637,440.00"
675 MAGDAK MATERNITY HOSPITAL LIMITED,"1,635,200.00"
676 BAQHDAD MEDICARE LIMITED,"1,617,280.00"
677 SHAMMAH NURSING HOME LIMITED,"1,617,280.00"
678 FINO NURSING HOME LIMITED,"1,615,600.00"
679 NAROK COTTAGE HOSPITAL,"1,613,630.00"
680 MERCY MISSION HOSPITAL,"1,610,880.00"
681 CGTRH UTANGE FIELD HOSPITAL,"1,595,920.00"
682 HAVEN HEALTHCARE,"1,590,000.00"
683 CARITAS COMMUNITY HOSPITAL,"1,588,800.00"
684 KINONDO KWETU HOSPITAL,"1,582,560.00"
685 MUNAZA NURSING HOME LIMITED,"1,578,000.00"
686 ROYAL VICTORY HOSPITAL,"1,575,840.00"
687 TAHRIR HEALTHCARE SERVICES LIMITED,"1,570,240.00"
688 SAMRAH HOSPITAL LIMITED,"1,568,000.00"
689 ANKARA NURSING HOME,"1,565,760.00"
690 NEOGLOBAL MEDICARE LIMITED-NURSING HOME,"1,558,880.00"
691 TAQWA NURSING HOME,"1,555,940.00"
692 KIMATHI MEDICAL SERVICES - MAIN HOSPITAL,"1,552,880.00"
693 COPTIC HOSPITAL - LUANDA,"1,552,638.00"
694 CHASHLEEDAH ANNEX MEDICAL CENTER,"1,545,600.00"
695 MAKOROR MEDICAL CENTRE &amp; NURSING HOME LIMITED,"1,543,360.00"
696 TRINITY CARE CENTRE LTD,"1,538,880.00"
697 SHIBALE MEDICAL CENTRE,"1,536,640.00"
698 EYMOLE MEDICARE AND NURSING HOME LIMITED,"1,521,200.00"
699 HOLSOMS NURSING HOME,"1,520,240.00"
700 BAYAAN NURSING HOME,"1,518,900.00"
701 KIMANA ULTRACARE HOSPITAL LIMITED,"1,517,360.00"
702 BAHATI HOSPITAL JOSKA BRANCH,"1,517,080.00"
703 SHELLY BEACH HOSPITAL,"1,516,400.00"
704 NASHWA NURSING HOME LIMITED,"1,515,360.00"
705 THE NAIROBI WOMENS HOSPITAL -MERU,"1,513,482.00"
706 JEDDAH HOSPITAL LIMITED,"1,512,000.00"
707 ANKA HOSPITAL LIMITED,"1,512,000.00"
708 EDELVALETRUST JAMAA HOME AND MISSION HOSPITAL,"1,511,900.00"
709 NOVAS SPECIALIST HOSPITAL-LODWAR(CANCER &amp; INFECTIOUS DESE,"1,510,640.00"
710 ELDORET ONCOLOGY ASSOCIATES,"1,508,127.00"
711 CHESONGOCH MISSION HOSPITAL,"1,507,140.00"
712 NIGHTINGALE MEDICAL CENTRE MILIMANI,"1,506,330.00"
713 SHAFEEN MEDICARE LIMITED,"1,505,280.00"
714 AL-MAQDIS MEDICAL CENTRE,"1,499,120.00"
715 ST. MARTHAS CHIMOI HEALTH CENTRE,"1,491,840.00"
716 ELDORET HOSPITAL-KERICHO BRANCH,"1,491,650.00"
717 HOLA COUNTY REFERRAL HOSPITAL,"1,481,600.00"
718 YALA SUB-COUNTY HOSPITAL,"1,465,560.00"
719 HOSPITAL SANTA ANTONIO,"1,462,720.00"
720 ABYAN HOSPITAL LIMITED,"1,462,720.00"
721 ST. JOSEPHS NURSING &amp; MATERNITY HOME,"1,461,040.00"
722 SHIMBIR FATUMA NURSING HOME LTD,"1,455,680.00"
723 KERUGOYA FORTIS MEDICAL AND CANCER CENTRE TOWN ANNEX,"1,454,400.00"
724 ARESA MEDICARE NURSING HOME LIMITED,"1,453,760.00"
725 KPN PEARL HEALTH LIMITED,"1,449,750.00"
726 PARAMOUNT NURSING HOME,"1,449,280.00"
727 HYBRID NURSING HOME LIMITED,"1,442,400.00"
728 SHEYWE COMMUNITY HOSPITAL LTD,"1,441,200.00"
729 HOPEMOT NURSING HOME,"1,435,840.00"
730 PORT FLORENCE COMMUNITY HOSPITAL NDHIWA,"1,433,440.00"
731 SILVAD CALVARY HILL SPECIALIST HOSPITAL LTD,"1,430,240.00"
732 CUSTOM MEDICAL CENTER,"1,425,800.00"
733 PIPELINE MODERN HOSPITAL,"1,425,680.00"
734 SILVERCREST MED CARE LIMITED,"1,421,280.00"
735 NEPHROMED LIMITED - MOMBASA,"1,416,450.00"
736 ST. HELIER HEALTHCARE SERVICES,"1,415,280.00"
737 ST. ELIZABETH GEKANO HEALTH CENTRE,"1,414,640.00"
738 ROMIEVA MEDICAL CENTRE LTD,"1,413,280.00"
739 NEOCARE MEMORIAL HOSPITAL,"1,408,800.00"
740 ELWAK ZONE MEDICAL CENTRE LIMITED,"1,400,000.00"
741 SHELETEY NURSING HOME LIMITED,"1,399,520.00"
742 PARKLANDS KIDNEY CENTRE LTD,"1,395,150.00"
743 CARMEL HOSPITAL,"1,390,610.00"
744 GESIMA SUB-COUNTY HOSPITAL,"1,389,120.00"
745 MAHNAZ NURSING HOME LIMITED,"1,388,800.00"
746 FURAHA MEDICAL CARE,"1,384,320.00"
747 SEREM HEALTH CENTRE,"1,382,240.00"
748 MAGINA HEALTH CENTRE,"1,377,680.00"
749 MINHAZ NURSING HOME LIMITED,"1,377,600.00"
750 ST.JOHN'S MISSION HOSPITAL SIRENDE,"1,375,040.00"
751 CKS HOSPITAL LIMITED-KIMUKA,"1,373,850.00"
752 ANISAA MEDICAL CARE,"1,373,120.00"
753 MOSHI MEDICAL CENTRE,"1,365,200.00"
754 JUJA ROAD MATERNITY HOSPITAL LIMITED- PANGANI,"1,364,480.00"
755 BRISTOL PARK HOSPITAL FEDHA,"1,361,470.00"
756 FAVOUR MEDICAL SERVICES,"1,361,120.00"
757 GARSE MEDICAL CENTRE LIMITED,"1,356,800.00"
758 SEASIDE MEDICAL FACILITY AND NURSING HOME,"1,356,320.00"
759 IKEREGE LIFECARE MEDICAL CENTRE LTD,"1,355,200.00"
760 OAKWOOD HOSPITAL LIMITED,"1,351,840.00"
761 LIFE POINT HOSPITAL,"1,350,640.00"
762 PRIME GALA MEDICAL CENTRE,"1,346,240.00"
763 TAWA SUB-COUNTY HOSPITAL,"1,345,840.00"
764 NDANAI SUB-COUNTY HOSPITAL,"1,344,040.00"
765 HALANE HOSPITAL LIMITED,"1,344,000.00"
766 CHEMIN MEDICAL CLINIC,"1,344,000.00"
767 BOMANI HOSPITAL LIMITED,"1,340,640.00"
768 RAJO MEDICAL CENTRE LIMITED,"1,339,520.00"
769 NABSIT NURSING HOME,"1,337,280.00"
770 ZONAL ANNEX NURSING HOME LIMITED,"1,333,440.00"
771 GRAYS MEDICAL CENTRE LIMITED,"1,328,320.00"
772 NZOIA MEDICAL CENTRE,"1,325,760.00"
773 WHITELIFE HEALTHCARE LIMITED,"1,323,680.00"
774 SHEWA MEDICAL CLINIC LIMITED,"1,317,120.00"
775 MUSTASHFA MEDICAL CLINIC AND NURSING HOME LIMITED,"1,314,880.00"
776 QARAN HOSPITAL LIMITED,"1,310,400.00"
777 AKEMO VALLEY MATERNITY AND NURSING HOME,"1,300,240.00"
778 BUKUMBURI MEDICAL CLINIC,"1,290,240.00"
779 GETENDE NURSING HOME,"1,288,000.00"
780 SALAMA CANCER CENTRE LIMITED,"1,284,875.00"
781 ST MARYS MISSION HEALTH CENTRE MBITA,"1,284,560.00"
782 BOSONGO MEDICAL CENTRE,"1,279,800.00"
783 MRIMA HEALTH CENTRE,"1,277,760.00"
784 THE PINE HOSPITAL LIMITED,"1,277,530.00"
785 SILENT HILL HOSPITAL LIMITED,"1,276,000.00"
786 MANGA SUB-COUNTY HOSPITAL,"1,275,280.00"
787 TAWHEED COMMUNITY NURSING HOME,"1,272,220.00"
788 CAAFI MEDICAL CENTER LIMITED,"1,270,080.00"
789 LAISAMIS SUB COUNTY HOSPITAL,"1,266,880.00"
790 HAVANA HOSPITAL LIMITED,"1,265,760.00"
791 MIKULINZI NURSING HOME,"1,265,520.00"
792 LEMAYIAN HOSPITAL LIMITED,"1,264,060.00"
793 BIN INSAN NURSING HOME LIMITED,"1,263,360.00"
794 KIMILILI SUB-COUNTY HOSPITAL,"1,261,770.00"
795 GANJONI HOSPITAL MOMBASA LIMITED,"1,257,760.00"
796 MAMA GUTHA NURSING HOME,"1,256,640.00"
797 ULTRA KATHIANI HOSPITAL LIMITED,"1,255,440.00"
798 LAFEY SUBCOUNTY HOSPITAL,"1,255,120.00"
799 NEIBACARE MEDICAL CENTRE LIMITED,"1,254,400.00"
800 KITENGELA WEST HOSPITAL,"1,250,920.00"
801 MOYALE SUB-COUNTY HOSPITAL,"1,248,080.00"
802 THE NAIROBI WOMENS HOSPITAL ADAMS,"1,246,020.00"
803 HOPE HARTSHILL CLINIC,"1,245,440.00"
804 IMARA HEALTHCARE CENTRE,"1,244,480.00"
805 LONDIANI SUB-COUNTY HOSPITAL_,"1,237,440.00"
806 MIAM WEST NURSING HOME LIMITED,"1,236,480.00"
807 MAMA BIRITA HOSPITAL LIMITED,"1,235,460.00"
"808 WAJIR EAR,NOSE &amp; THROAT CLINIC","1,234,240.00"
809 AFEY HILLOW NURSING HOME LIMITED,"1,229,760.00"
810 ELRAM NURSING HOME LIMITED-MANDERA,"1,228,080.00"
811 SHAFSHAFEY NURSING HOME LIMITED,"1,226,320.00"
812 PRINA MEDICAL CENTRE LIMITED,"1,215,120.00"
813 LALE MEDICAL CENTRE LIMITED,"1,214,080.00"
814 KARURUMO MEDICAL CENTRE LTD,"1,214,080.00"
815 PALA LEVEL 4 HOSPITAL,"1,208,400.00"
816 GRIFTU NURSING HOME,"1,206,240.00"
817 KINANGO SUB-COUNTY HOSPITAL,"1,204,440.00"
818 NYAMUSI SUB-COUNTY HOSPITAL,"1,199,200.00"
819 HANNEXE MEDICARE CENTRE,"1,198,880.00"
820 QUEEN ESTHER ISEBANIA MODERN HOSPITAL LIMITED,"1,196,150.00"
821 CHEMOLINGOT SUB-COUNTY HOSPITAL,"1,195,760.00"
822 ITARC KENYA LIMITED,"1,190,880.00"
823 IHURURU TREATMENT AND REHABILITATION HOSPITAL,"1,186,000.00"
